hybrid,parentB
SPGP0M01350,XP_018221254
SPGP0M01360,XP_018221255
SPGP0M01370,XP_018221256
SPGP0M01380,XP_018221257
SPGP0M01390,XP_018221258
SPGP0M01400,XP_018221259
SPGP0M01410,XP_018221260
SPGP0M01420,XP_018221261
SPGP0M01430,XP_018221262
SPGP0M01440,XP_018221263
SPGP0M01450,XP_018221264
SPGP0M01460,XP_018221265
SPGP0M01470,XP_018221266
SPGP0M01480,XP_018221267
SPGP0M01490,XP_018221268
SPGP0M01500,XP_018221269
SPGP0M01510,XP_018221270
SPGP0M01520,XP_018221271
SPGP0M01530,XP_018221272
SPGP0M01540,XP_018221273
SPGP0M01550,XP_018221274
SPGP0M01560,XP_018221275
SPGP0M01570,XP_018221276
SPGP0M01580,XP_018221277
SPGP0Ftrna13Y,DI49_2382
SPGP0Itrna23R,DI49_4323
SPGP0M01590,XP_018221278
SPGP0M01600,XP_018221279
SPGP0M01610,XP_018221280
SPGP0M01620,XP_018221281
SPGP0M01640,XP_018221283
SPGP0M01650,XP_018221284
SPGP0M01660,XP_018221285
SPGP0Htrna30V,DI49_4248
SPGP0M01680,XP_018221286
SPGP0M01690,XP_018221287
SPGP0M01700,XP_018221288
SPGP0M01710,XP_018221289
SPGP0M01720,XP_018221290
SPGP0M01730,XP_018221291
SPGP0M01740,XP_018221292
SPGP0Htrna19M,DI49_4243
SPGP0M01750,XP_018221294
SPGP0M01760,XP_018221295
SPGP0M01770,XP_018221296
SPGP0M01780,XP_018221297
SPGP0M01790,XP_018221298
SPGP0M01800,XP_018221299
SPGP0M01810,XP_018221300
SPGP0M01820,XP_018221301
SPGP0M01830,XP_018221302
SPGP0M01840,XP_018221303
SPGP0M01850,XP_018221304
SPGP0Ftrna8W,DI49_3006
SPGP0M01860,XP_018221305
SPGP0M01870,XP_018221306
SPGP0M01880,XP_018221307
SPGP0M01890,XP_018221308
SPGP0M01900,XP_018221309
SPGP0M01910,XP_018221310
SPGP0M01920,XP_018221311
SPGP0M01940,XP_018221312
SPGP0M01950,XP_018221313
SPGP0M01960,XP_018221314
SPGP0M01970,XP_018221315
SPGP0M01980,XP_018221316
SPGP0M01990,XP_018221317
SPGP0M02000,XP_018221318
SPGP0M02010,XP_018221319
SPGP0M02020,XP_018221320
SPGP0M02030,XP_018221321
SPGP0M02040,XP_018221322
SPGP0M02050,XP_018221323
SPGP0M02060,XP_018221324
SPGP0M02070,XP_018221325
SPGP0M02080,XP_018221326
SPGP0M02090,XP_018221327
SPGP0M02110,XP_018221328
SPGP0M02120,XP_018221329
SPGP0M02130,XP_018221330
SPGP0M02150,XP_018221331
SPGP0M02160,XP_018221332
SPGP0M02170,XP_018221333
SPGP0M02180,XP_018221334
SPGP0M02190,XP_018221335
SPGP0M02200,XP_018221336
SPGP0M02210,XP_018221337
SPGP0M02220,XP_018221338
SPGP0M02230,XP_018221339
SPGP0M02240,XP_018221340
SPGP0M02250,XP_018221341
SPGP0M02260,XP_018221342
SPGP0M02270,XP_018221343
SPGP0M02280,XP_018221344
SPGP0M02290,XP_018221345
SPGP0M02300,XP_018221346
SPGP0M02310,XP_018221347
SPGP0M02320,XP_018221348
SPGP0Itrna29S,DI49_4419
SPGP0M02330,XP_018221349
SPGP0M02340,XP_018221350
SPGP0M02350,XP_018221351
SPGP0M02360,XP_018221352
SPGP0M02370,XP_018221353
SPGP0M02380,XP_018221354
SPGP0M02390,XP_018221355
SPGP0M02400,XP_018221356
SPGP0Ntrna7R,DI49_3064
SPGP0M02410,XP_018221357
SPGP0M02420,XP_018221358
SPGP0M02430,XP_018221359
SPGP0M02440,XP_018221360
SPGP0M02450,XP_018221361
SPGP0M02460,XP_018221362
SPGP0M02470,XP_018221363
SPGP0M02480,XP_018221364
SPGP0M02490,XP_018221365
SPGP0M02500,XP_018221366
SPGP0M02510,XP_018221367
SPGP0M02520,XP_018221368
SPGP0M02530,XP_018221369
SPGP0M02540,XP_018221370
SPGP0M02550,XP_018221371
SPGP0M02560,XP_018221372
SPGP0M02570,XP_018221373
SPGP0M02580,XP_018221374
SPGP0M02590,XP_018221375
SPGP0M02610,XP_018221376
SPGP0M02620,XP_018221377
SPGP0M02630,XP_018221378
SPGP0M02640,XP_018221379
SPGP0M02650,XP_018221380
SPGP0M02660,XP_018221381
SPGP0M02670,XP_018221382
SPGP0M02680,XP_018221383
SPGP0M02690,XP_018221384
SPGP0M02700,XP_018221385
SPGP0M02710,XP_018221386
SPGP0M02720,XP_018221387
SPGP0M02730,XP_018221388
SPGP0M02740,XP_018221389
SPGP0M02750,XP_018221390
SPGP0M02760,XP_018221391
SPGP0M02770,XP_018221392
SPGP0M02780,XP_018221393
SPGP0M02790,XP_018221394
SPGP0M02800,XP_018221395
SPGP0M02810,XP_018221396
SPGP0M02820,XP_018221397
SPGP0M02830,XP_018221398
SPGP0M02840,XP_018221399
SPGP0Ttrna31L,DI49_3110
SPGP0M02850,XP_018221400
SPGP0M02860,XP_018221401
SPGP0M02870,XP_018221402
SPGP0M02880,XP_018221403
SPGP0M02890,XP_018221404
SPGP0M02900,XP_018221405
SPGP0M02910,XP_018221406
SPGP0M02920,XP_018221407
SPGP0M02940,XP_018221408
SPGP0M02950,XP_018221409
SPGP0M02960,XP_018221410
SPGP0M02970,XP_018221411
SPGP0M02980,XP_018221412
SPGP0M02990,XP_018221413
SPGP0M03000,XP_018221414
SPGP0M03010,XP_018221415
SPGP0M03020,XP_018221416
SPGP0M03030,XP_018221417
SPGP0M03040,XP_018221418
SPGP0M03050,XP_018221419
SPGP0M03060,XP_018221420
SPGP0M03070,XP_018221421
SPGP0M03080,XP_018221422
SPGP0M03090,XP_018221423
SPGP0M03100,XP_018221424
SPGP0M03110,XP_018221425
SPGP0M03120,XP_018221426
SPGP0M03130,XP_018221427
SPGP0M03140,XP_018221428
SPGP0M03150,XP_018221429
SPGP0M03160,XP_018221430
SPGP0M03170,XP_018221431
SPGP0M03180,XP_018221432
SPGP0M03190,XP_018221433
SPGP0M03200,XP_018221434
SPGP0M03210,XP_018221435
SPGP0M03220,XP_018221436
SPGP0M03230,XP_018221437
SPGP0M03240,XP_018221438
SPGP0M03250,XP_018221439
SPGP0M03260,XP_018221440
SPGP0M03270,XP_018221441
SPGP0M03280,XP_018221442
SPGP0AQ00430,XP_018221981
SPGP0M03310,XP_018221444
SPGP0M03320,XP_018221445
SPGP0M03330,XP_018221446
SPGP0M03340,XP_018221447
SPGP0M03350,XP_018221448
SPGP0M03370,XP_018221449
SPGP0M03380,XP_018221450
SPGP0M03400,XP_018221451
SPGP0M03410,XP_018221452
SPGP0M03420,XP_018221453
SPGP0M03430,XP_018221454
SPGP0AQ00530,XP_018221991
SPGP0M03460,XP_018221455
SPGP0GZ00100,XP_018221457
SPGP0H00430,XP_018219231
SPGP0O02550,XP_018221878
SPGP0Q02380,XP_018222627
SPGP0E01010,XP_018222396
SPGP0Qtrna2W,DI49_5211
SPGP0P02620,XP_018220888
SPGP0N03360,XP_018222853
SPGP0X01420,XP_018221876
SPGP0C04830,XP_018220841
SPGP0Dtrna32S,DI49_2374
SPGP0FC00100,XP_018219939
SPGP0O00110,XP_018221644
SPGP0O00120,XP_018221645
SPGP0O00130,XP_018221646
SPGP0O00140,XP_018221647
SPGP0O00150,XP_018221648
SPGP0O00160,XP_018221649
SPGP0O00170,XP_018221650
SPGP0O00180,XP_018221651
SPGP0O00190,XP_018221652
SPGP0O00200,XP_018221653
SPGP0O00210,XP_018221654
SPGP0O00220,XP_018221655
SPGP0O00230,XP_018221656
SPGP0O00240,XP_018221657
SPGP0O00250,XP_018221658
SPGP0O00260,XP_018221659
SPGP0O00270,XP_018221660
SPGP0O00280,XP_018221661
SPGP0O00290,XP_018221662
SPGP0O00300,XP_018221663
SPGP0O00310,XP_018221664
SPGP0O00320,XP_018221665
SPGP0O00330,XP_018221666
SPGP0O00340,XP_018221667
SPGP0O00350,XP_018221668
SPGP0O00360,XP_018221669
SPGP0O00370,XP_018221670
SPGP0O00380,XP_018221671
SPGP0O00390,XP_018221672
SPGP0O00400,XP_018221673
SPGP0O00410,XP_018221674
SPGP0O00420,XP_018221675
SPGP0O00430,XP_018221676
SPGP0O00450,XP_018221677
SPGP0O00460,XP_018221678
SPGP0O00470,XP_018221679
SPGP0O00480,XP_018221680
SPGP0O00490,XP_018221681
SPGP0O00500,XP_018221682
SPGP0O00510,XP_018221683
SPGP0O00520,XP_018221684
SPGP0O00530,XP_018221685
SPGP0O00540,XP_018221686
SPGP0O00550,XP_018221687
SPGP0O00560,XP_018221688
SPGP0O00570,XP_018221689
SPGP0O00580,XP_018221690
SPGP0O00590,XP_018221691
SPGP0O00600,XP_018221692
SPGP0O00610,XP_018221693
SPGP0O00620,XP_018221694
SPGP0O00630,XP_018221695
SPGP0O00640,XP_018221696
SPGP0O00650,XP_018221697
SPGP0O00660,XP_018221698
SPGP0O00670,XP_018221699
SPGP0O00680,XP_018221700
SPGP0O00690,XP_018221701
SPGP0O00700,XP_018221702
SPGP0O00710,XP_018221703
SPGP0O00720,XP_018221704
SPGP0O00730,XP_018221705
SPGP0O00740,XP_018221706
SPGP0O00750,XP_018221707
SPGP0O00760,XP_018221708
SPGP0O00780,XP_018221709
SPGP0O00790,XP_018221710
SPGP0O00800,XP_018221711
SPGP0O00820,XP_018221712
SPGP0O00830,XP_018221713
SPGP0O00840,XP_018221714
SPGP0O00850,XP_018221715
SPGP0O00860,XP_018221716
SPGP0O00870,XP_018221717
SPGP0O00880,XP_018221718
SPGP0O00890,XP_018221719
SPGP0O00900,XP_018221720
SPGP0O00910,XP_018221721
SPGP0O00920,XP_018221722
SPGP0O00930,XP_018221723
SPGP0O00940,XP_018221724
SPGP0O00950,XP_018221725
SPGP0O00960,XP_018221726
SPGP0O00970,XP_018221727
SPGP0O00980,XP_018221728
SPGP0O00990,XP_018221729
SPGP0O01000,XP_018221730
SPGP0O01010,XP_018221731
SPGP0O01020,XP_018221732
SPGP0O01030,XP_018221733
SPGP0O01040,XP_018221734
SPGP0O01050,XP_018221735
SPGP0O01070,XP_018221736
SPGP0O01080,XP_018221737
SPGP0O01090,XP_018221738
SPGP0O01100,XP_018221739
SPGP0O01110,XP_018221740
SPGP0O01120,XP_018221741
SPGP0O01130,XP_018221742
SPGP0O01160,XP_018221743
SPGP0O01170,XP_018221744
SPGP0O01180,XP_018221745
SPGP0O01190,XP_018221746
SPGP0O01200,XP_018221747
SPGP0O01210,XP_018221748
SPGP0O01220,XP_018221749
SPGP0O01230,XP_018221750
SPGP0O01240,XP_018221751
SPGP0O01250,XP_018221752
SPGP0O01260,XP_018221753
SPGP0O01270,XP_018221754
SPGP0O01280,XP_018221755
SPGP0O01290,XP_018221756
SPGP0O01300,XP_018221757
SPGP0O01310,XP_018221758
SPGP0O01320,XP_018221759
SPGP0O01330,XP_018221760
SPGP0O01340,XP_018221761
SPGP0O01350,XP_018221762
SPGP0O01360,XP_018221763
SPGP0O01370,XP_018221764
SPGP0O01380,XP_018221765
SPGP0O01390,XP_018221766
SPGP0O01400,XP_018221767
SPGP0O01410,XP_018221768
SPGP0O01420,XP_018221769
SPGP0O01430,XP_018221770
SPGP0O01440,XP_018221771
SPGP0Otrna7P,DI49_2389
SPGP0O01450,XP_018221772
SPGP0O01460,XP_018221773
SPGP0O01470,XP_018221774
SPGP0O01480,XP_018221775
SPGP0O01490,XP_018221776
SPGP0O01500,XP_018221777
SPGP0O01510,XP_018221778
SPGP0O01520,XP_018221779
SPGP0O01530,XP_018221780
SPGP0O01540,XP_018221781
SPGP0O01550,XP_018221782
SPGP0O01560,XP_018221783
SPGP0O01570,XP_018221784
SPGP0O01580,XP_018221785
SPGP0O01590,XP_018221786
SPGP0O01600,XP_018221787
SPGP0O01610,XP_018221788
SPGP0O01620,XP_018221789
SPGP0O01630,XP_018221790
SPGP0O01640,XP_018221791
SPGP0Dtrna24R,DI49_2410
SPGP0O01650,XP_018221792
SPGP0O01660,XP_018221793
SPGP0O01670,XP_018221794
SPGP0O01680,XP_018221795
SPGP0O01700,XP_018221796
SPGP0O01710,XP_018221797
SPGP0O01720,XP_018221798
SPGP0O01730,XP_018221799
SPGP0O01740,XP_018221800
SPGP0Ctrna4Q,DI49_2421
SPGP0O01750,XP_018221801
SPGP0O01760,XP_018221802
SPGP0O01770,XP_018221803
SPGP0O01780,XP_018221804
SPGP0O01790,XP_018221805
SPGP0O01800,XP_018221806
SPGP0O01820,XP_018221807
SPGP0O01830,XP_018221808
SPGP0O01840,XP_018221809
SPGP0O01850,XP_018221810
SPGP0O01860,XP_018221811
SPGP0O01870,XP_018221812
SPGP0O01880,XP_018221813
SPGP0O01890,XP_018221814
SPGP0O01900,XP_018221815
SPGP0O01910,XP_018221816
SPGP0O01920,XP_018221817
SPGP0O01930,XP_018221818
SPGP0O01940,XP_018221819
SPGP0O01950,XP_018221820
SPGP0O01960,XP_018221821
SPGP0O01970,XP_018221822
SPGP0O01980,XP_018221823
SPGP0O02000,XP_018221824
SPGP0O02010,XP_018221825
SPGP0O02020,XP_018221826
SPGP0O02030,XP_018221827
SPGP0O02040,XP_018221828
SPGP0O02050,XP_018221829
SPGP0O02060,XP_018221830
SPGP0O02070,XP_018221831
SPGP0O02080,XP_018221832
SPGP0O02090,XP_018221833
SPGP0O02100,XP_018221834
SPGP0O02110,XP_018221835
SPGP0O02120,XP_018221836
SPGP0O02130,XP_018221837
SPGP0O02140,XP_018221838
SPGP0O02150,XP_018221839
SPGP0O02160,XP_018221840
SPGP0O02170,XP_018221841
SPGP0O02180,XP_018221842
SPGP0O02190,XP_018221843
SPGP0O02200,XP_018221844
SPGP0O02210,XP_018221845
SPGP0O02220,XP_018221846
SPGP0O02230,XP_018221847
SPGP0O02240,XP_018221848
SPGP0O02250,XP_018221849
SPGP0O02260,XP_018221850
SPGP0O02270,XP_018221851
SPGP0O02280,XP_018221852
SPGP0Otrna9F,DI49_2475
SPGP0O02290,XP_018221853
SPGP0O02300,XP_018221854
SPGP0O02310,XP_018221855
SPGP0O02320,XP_018221856
SPGP0O02330,XP_018221857
SPGP0O02340,XP_018221858
SPGP0O02350,XP_018221859
SPGP0O02360,XP_018221860
SPGP0O02370,XP_018221861
SPGP0O02380,XP_018221862
SPGP0O02390,XP_018221863
SPGP0O02400,XP_018221864
SPGP0O02410,XP_018221865
SPGP0O02420,XP_018221866
SPGP0O02430,XP_018221867
SPGP0O02440,XP_018221868
SPGP0O02450,XP_018221869
SPGP0O02460,XP_018221870
SPGP0O02470,XP_018221871
SPGP0O02480,XP_018221872
SPGP0O02490,XP_018221873
SPGP0O02500,XP_018221874
SPGP0O02510,XP_018221875
SPGP0O02540,XP_018221877
SPGP0O02560,XP_018221879
SPGP0O02570,XP_018221880
SPGP0O02580,XP_018221881
SPGP0O02590,XP_018221882
SPGP0O02600,XP_018221883
SPGP0O02610,XP_018221884
SPGP0O02620,XP_018221885
SPGP0O02630,XP_018221886
SPGP0O02640,XP_018221887
SPGP0O02650,XP_018221888
SPGP0O02660,XP_018221889
SPGP0O02670,XP_018221890
SPGP0O02680,XP_018221891
SPGP0O02690,XP_018221892
SPGP0O02700,XP_018221893
SPGP0O02710,XP_018221894
SPGP0O02720,XP_018221895
SPGP0O02730,XP_018221896
SPGP0O02740,XP_018221897
SPGP0O02750,XP_018221898
SPGP0O02760,XP_018221899
SPGP0O02770,XP_018221900
SPGP0O02780,XP_018221901
SPGP0O02790,XP_018221902
SPGP0O02800,XP_018221903
SPGP0O02810,XP_018221904
SPGP0O02830,XP_018221905
SPGP0AFtrna17F,DI49_2529
SPGP0O02840,XP_018221906
SPGP0O02850,XP_018221907
SPGP0O02860,XP_018221908
SPGP0O02870,XP_018221909
SPGP0O02880,XP_018221910
SPGP0O02890,XP_018221911
SPGP0O02900,XP_018221912
SPGP0O02910,XP_018221913
SPGP0O02920,XP_018221914
SPGP0O02930,XP_018221915
SPGP0O02940,XP_018221916
SPGP0O02960,XP_018221917
SPGP0O02970,XP_018221918
SPGP0O02980,XP_018221919
SPGP0O03000,XP_018221920
SPGP0O03010,XP_018221921
SPGP0O03020,XP_018221922
SPGP0O03030,XP_018221923
SPGP0Otrna8P,DI49_2548
SPGP0O03040,XP_018221924
SPGP0O03050,XP_018221925
SPGP0O03060,XP_018221926
SPGP0O03070,XP_018221927
SPGP0O03080,XP_018221928
SPGP0O03090,XP_018221929
SPGP0O03100,XP_018221930
SPGP0O03110,XP_018221931
SPGP0O03120,XP_018221932
SPGP0O03130,XP_018221933
SPGP0O03140,XP_018221934
SPGP0O03150,XP_018221935
SPGP0O03160,XP_018221936
SPGP0O03170,XP_018221937
SPGP0O03180,XP_018221938
SPGP0O03190,XP_018221939
SPGP0O03200,XP_018221940
SPGP0O03210,XP_018221941
SPGP0O03220,XP_018221942
SPGP0O03230,XP_018221944
SPGP0Htrna32A,DI49_3564
SPGP0P00100,XP_018221131
SPGP0P00120,XP_018221130
SPGP0P00130,XP_018221129
SPGP0P00140,XP_018221128
SPGP0P00150,XP_018221127
SPGP0P00160,XP_018221126
SPGP0P00170,XP_018221125
SPGP0P00180,XP_018221124
SPGP0P00190,XP_018221123
SPGP0W00260,XP_018221475
SPGP0P00210,XP_018221122
SPGP0P00220,XP_018221121
SPGP0P00230,XP_018221120
SPGP0P00240,XP_018221119
SPGP0P00250,XP_018221118
SPGP0P00260,XP_018221117
SPGP0P00270,XP_018221116
SPGP0P00280,XP_018221115
SPGP0P00290,XP_018221114
SPGP0P00300,XP_018221113
SPGP0P00310,XP_018221112
SPGP0P00320,XP_018221111
SPGP0P00330,XP_018221110
SPGP0P00340,XP_018221109
SPGP0P00350,XP_018221108
SPGP0P00360,XP_018221107
SPGP0P00370,XP_018221106
SPGP0P00380,XP_018221105
SPGP0P00390,XP_018221104
SPGP0P00400,XP_018221103
SPGP0P00410,XP_018221102
SPGP0P00420,XP_018221101
SPGP0P00430,XP_018221100
SPGP0P00440,XP_018221099
SPGP0P00450,XP_018221098
SPGP0P00460,XP_018221097
SPGP0P00470,XP_018221096
SPGP0P00480,XP_018221095
SPGP0P00500,XP_018221094
SPGP0P00510,XP_018221093
SPGP0P00520,XP_018221092
SPGP0P00530,XP_018221091
SPGP0P00550,XP_018221089
SPGP0P00570,XP_018221087
SPGP0P00580,XP_018221086
SPGP0P00590,XP_018221085
SPGP0P00600,XP_018221084
SPGP0P00610,XP_018221083
SPGP0P00620,XP_018221082
SPGP0P00630,XP_018221081
SPGP0P00640,XP_018221080
SPGP0P00650,XP_018221079
SPGP0P00660,XP_018221078
SPGP0P00670,XP_018221077
SPGP0P00680,XP_018221076
SPGP0P00690,XP_018221075
SPGP0P00700,XP_018221074
SPGP0P00710,XP_018221073
SPGP0P00720,XP_018221072
SPGP0P00730,XP_018221071
SPGP0P00740,XP_018221070
SPGP0P00750,XP_018221069
SPGP0P00760,XP_018221068
SPGP0P00770,XP_018221067
SPGP0P00780,XP_018221066
SPGP0P00790,XP_018221065
SPGP0P00800,XP_018221064
SPGP0P00810,XP_018221063
SPGP0P00820,XP_018221062
SPGP0P00830,XP_018221061
SPGP0P00840,XP_018221060
SPGP0P00850,XP_018221059
SPGP0P00860,XP_018221058
SPGP0P00870,XP_018221057
SPGP0P00880,XP_018221056
SPGP0P00890,XP_018221055
SPGP0P00900,XP_018221054
SPGP0P00910,XP_018221053
SPGP0P00920,XP_018221052
SPGP0P00930,XP_018221051
SPGP0P00940,XP_018221050
SPGP0P00950,XP_018221049
SPGP0P00960,XP_018221048
SPGP0P00970,XP_018221047
SPGP0P00980,XP_018221046
SPGP0ALtrna38L,DI49_5686
SPGP0P00990,XP_018221045
SPGP0P01000,XP_018221044
SPGP0P01010,XP_018221043
SPGP0P01020,XP_018221042
SPGP0P01030,XP_018221041
SPGP0P01040,XP_018221040
SPGP0P01050,XP_018221039
SPGP0P01060,XP_018221038
SPGP0P01070,XP_018221037
SPGP0P01080,XP_018221036
SPGP0P01090,XP_018221035
SPGP0P01110,XP_018221034
SPGP0P01120,XP_018221033
SPGP0P01130,XP_018221032
SPGP0P01140,XP_018221031
SPGP0P01150,XP_018221030
SPGP0P01160,XP_018221029
SPGP0P01180,XP_018221028
SPGP0P01190,XP_018221027
SPGP0P01200,XP_018221026
SPGP0P01210,XP_018221025
SPGP0P01220,XP_018221024
SPGP0P01230,XP_018221023
SPGP0P01240,XP_018221022
SPGP0P01250,XP_018221021
SPGP0P01260,XP_018221020
SPGP0P01270,XP_018221019
SPGP0P01280,XP_018221018
SPGP0P01290,XP_018221017
SPGP0P01300,XP_018221016
SPGP0P01310,XP_018221015
SPGP0P01320,XP_018221014
SPGP0P01330,XP_018221013
SPGP0P01340,XP_018221012
SPGP0P01350,XP_018221011
SPGP0P01360,XP_018221010
SPGP0P01370,XP_018221009
SPGP0P01390,XP_018221008
SPGP0P01400,XP_018221007
SPGP0P01410,XP_018221006
SPGP0P01420,XP_018221005
SPGP0P01430,XP_018221004
SPGP0P01440,XP_018221003
SPGP0P01450,XP_018221002
SPGP0P01470,XP_018221001
SPGP0P01480,XP_018221000
SPGP0P01490,XP_018220999
SPGP0P01500,XP_018220998
SPGP0P01510,XP_018220997
SPGP0P01520,XP_018220996
SPGP0P01530,XP_018220995
SPGP0P01540,XP_018220994
SPGP0P01550,XP_018220993
SPGP0P01560,XP_018220992
SPGP0P01570,XP_018220991
SPGP0P01580,XP_018220990
SPGP0P01600,XP_018220989
SPGP0P01610,XP_018220988
SPGP0P01620,XP_018220987
SPGP0P01630,XP_018220986
SPGP0P01640,XP_018220985
SPGP0P01650,XP_018220984
SPGP0P01660,XP_018220983
SPGP0P01670,XP_018220982
SPGP0P01680,XP_018220981
SPGP0P01690,XP_018220980
SPGP0P01700,XP_018220979
SPGP0P01710,XP_018220978
SPGP0P01720,XP_018220977
SPGP0P01730,XP_018220976
SPGP0P01740,XP_018220975
SPGP0P01750,XP_018220974
SPGP0P01760,XP_018220973
SPGP0P01770,XP_018220972
SPGP0Htrna13H,DI49_4134
SPGP0P01780,XP_018220971
SPGP0P01790,XP_018220970
SPGP0P01800,XP_018220969
SPGP0P01810,XP_018220968
SPGP0P01820,XP_018220967
SPGP0P01830,XP_018220966
SPGP0P01840,XP_018220965
SPGP0P01850,XP_018220964
SPGP0P01860,XP_018220963
SPGP0P01870,XP_018220962
SPGP0P01880,XP_018220961
SPGP0P01900,XP_018220960
SPGP0P01910,XP_018220959
SPGP0P01920,XP_018220958
SPGP0P01930,XP_018220957
SPGP0P01940,XP_018220956
SPGP0P01950,XP_018220955
SPGP0P01960,XP_018220954
SPGP0P01970,XP_018220953
SPGP0P01980,XP_018220952
SPGP0P01990,XP_018220951
SPGP0P02000,XP_018220950
SPGP0P02010,XP_018220949
SPGP0P02020,XP_018220948
SPGP0P02030,XP_018220947
SPGP0P02040,XP_018220946
SPGP0P02050,XP_018220945
SPGP0P02060,XP_018220944
SPGP0P02070,XP_018220943
SPGP0P02080,XP_018220942
SPGP0P02090,XP_018220941
SPGP0P02100,XP_018220940
SPGP0P02110,XP_018220939
SPGP0P02120,XP_018220938
SPGP0P02130,XP_018220937
SPGP0P02140,XP_018220936
SPGP0P02150,XP_018220935
SPGP0P02160,XP_018220934
SPGP0P02170,XP_018220933
SPGP0P02180,XP_018220932
SPGP0P02190,XP_018220931
SPGP0P02200,XP_018220930
SPGP0P02210,XP_018220929
SPGP0P02220,XP_018220928
SPGP0P02230,XP_018220927
SPGP0P02240,XP_018220926
SPGP0P02250,XP_018220925
SPGP0P02260,XP_018220924
SPGP0P02270,XP_018220923
SPGP0P02280,XP_018220922
SPGP0P02290,XP_018220921
SPGP0P02300,XP_018220920
SPGP0P02310,XP_018220919
SPGP0P02320,XP_018220918
SPGP0P02330,XP_018220917
SPGP0P02340,XP_018220916
SPGP0P02350,XP_018220915
SPGP0P02360,XP_018220914
SPGP0P02370,XP_018220913
SPGP0P02380,XP_018220912
SPGP0P02390,XP_018220911
SPGP0P02400,XP_018220910
SPGP0P02410,XP_018220909
SPGP0P02420,XP_018220908
SPGP0P02430,XP_018220907
SPGP0P02440,XP_018220906
SPGP0P02450,XP_018220905
SPGP0P02460,XP_018220904
SPGP0P02470,XP_018220903
SPGP0P02480,XP_018220902
SPGP0P02490,XP_018220901
SPGP0P02500,XP_018220900
SPGP0P02510,XP_018220899
SPGP0P02520,XP_018220898
SPGP0P02530,XP_018220897
SPGP0P02540,XP_018220896
SPGP0P02550,XP_018220895
SPGP0P02570,XP_018220894
SPGP0P02580,XP_018220893
SPGP0P02590,XP_018220892
SPGP0P02600,XP_018220891
SPGP0P02610,XP_018220890
SPGP0P02630,XP_018220887
SPGP0P02640,XP_018220886
SPGP0P02650,XP_018220885
SPGP0P02660,XP_018220884
SPGP0P02670,XP_018220883
SPGP0P02680,XP_018220882
SPGP0P02690,XP_018220881
SPGP0P02700,XP_018220880
SPGP0P02710,XP_018220879
SPGP0P02720,XP_018220878
SPGP0P02730,XP_018220877
SPGP0P02740,XP_018220876
SPGP0P02750,XP_018220875
SPGP0P02760,XP_018220874
SPGP0P02770,XP_018220873
SPGP0P02780,XP_018220872
SPGP0P02790,XP_018220871
SPGP0P02800,XP_018220870
SPGP0P02810,XP_018220869
SPGP0P02820,XP_018220868
SPGP0P02830,XP_018220867
SPGP0P02840,XP_018220866
SPGP0P02850,XP_018220865
SPGP0P02860,XP_018220864
SPGP0P02870,XP_018220863
SPGP0P02880,XP_018220862
SPGP0P02890,XP_018220861
SPGP0P02900,XP_018220860
SPGP0P02920,XP_018220859
SPGP0P02930,XP_018220858
SPGP0P02940,XP_018220857
SPGP0P02950,XP_018220856
SPGP0P02960,XP_018220855
SPGP0P02970,XP_018220854
SPGP0P02990,XP_018220853
SPGP0P03000,XP_018220852
SPGP0P03010,XP_018220851
SPGP0AVtrna9T,DI49_3176
SPGP0P03020,XP_018220850
SPGP0P03030,XP_018220849
SPGP0P03040,XP_018220848
SPGP0P03050,XP_018220847
SPGP0P03060,XP_018220846
SPGP0P03070,XP_018220845
SPGP0P03090,XP_018220844
SPGP0P03100,XP_018220843
SPGP0P03110,XP_018220842
SPGP0FW00100,XP_018221133
SPGP0Q00100,XP_018222848
SPGP0Q00110,XP_018222847
SPGP0Q00120,XP_018222846
SPGP0Q00130,XP_018222845
SPGP0Q00140,XP_018222844
SPGP0Q00150,XP_018222843
SPGP0Q00160,XP_018222842
SPGP0Q00170,XP_018222841
SPGP0Q00180,XP_018222840
SPGP0Q00190,XP_018222839
SPGP0Q00200,XP_018222838
SPGP0Q00220,XP_018222837
SPGP0Q00230,XP_018222836
SPGP0Q00240,XP_018222835
SPGP0Q00250,XP_018222834
SPGP0Q00270,XP_018222833
SPGP0Q00280,XP_018222832
SPGP0Q00290,XP_018222831
SPGP0Q00300,XP_018222830
SPGP0Q00310,XP_018222829
SPGP0Q00320,XP_018222828
SPGP0Q00340,XP_018222827
SPGP0Q00350,XP_018222826
SPGP0Q00360,XP_018222825
SPGP0Q00370,XP_018222824
SPGP0Q00380,XP_018222823
SPGP0Q00390,XP_018222822
SPGP0Q00400,XP_018222821
SPGP0Q00410,XP_018222820
SPGP0Q00420,XP_018222819
SPGP0Q00430,XP_018222818
SPGP0Q00440,XP_018222817
SPGP0Q00450,XP_018222816
SPGP0Q00460,XP_018222815
SPGP0Q00470,XP_018222814
SPGP0Q00480,XP_018222813
SPGP0Q00490,XP_018222812
SPGP0Q00500,XP_018222811
SPGP0Q00510,XP_018222810
SPGP0Q00520,XP_018222809
SPGP0Q00530,XP_018222808
SPGP0Q00540,XP_018222807
SPGP0Q00550,XP_018222806
SPGP0Q00560,XP_018222805
SPGP0Q00570,XP_018222804
SPGP0Q00590,XP_018222802
SPGP0Q00600,XP_018222801
SPGP0Q00610,XP_018222800
SPGP0Q00620,XP_018222799
