Sequence,Best Hit,e-value
YBR012W-B,YOR192C-B,0.0
YBR012W-B,YHR214C-C,0.0
YBR012W-B,YDR170W-A,0.0
YBR012W-B,YMR046C,0.0
YBR012W-B,YOR192C-A,2.17e-89
YBR012W-B,YLR410W-A,1.01e-87
YBR012W-B,YDR034C-C,1.01e-87
YBR012W-B,YGR161W-A,4.70e-86
YBR012W-B,YFL002W-B,4.70e-86
YBR012W-B,YDR261W-A,4.70e-86
YBR012W-B,YOR343W-A,2.18e-84
YBR012W-B,YCL020W,2.18e-84
YBR012W-B,YDR210W-A,1.02e-82
YBR031W,YDR012W,0.0
YBR048W,YDR025W,0.0
YBR054W,YDR033W,1.43e-159
YBR089C-A,YBR090C,1.55e-78
YBR092C,YBR093C,0.0
YBR092C,YHR215W,0.0
YBR093C,YHR215W,0.0
YBR116C,YBR117C,5.00e-177
YBR118W,YPR080W,0.0
YBR121C,YBR121C-A,2.35e-80
YBR126W-A,YBR126W-B,2.77e-64
YBR181C,YPL090C,0.0
YBR189W,YPL081W,0.0
YBR191W,YPL079W,0.0
YBR202W,YGL201C,5.61e-19
YBR205W,YBR206W,8.08e-123
YBR218C,YGL062W,0.0
YBR219C,YBR220C,1.16e-162
YBR297W,YPR196W,0.0
YBR298C-A,YGR291C,1.52e-108
YBR299W,YGR292W,0.0
YBR299W,YGR287C,0.0
YBR299W,YOL157C,0.0
YBR299W,YJL221C,0.0
YBR299W,YIL172C,0.0
YBR300C,YGR293C,0.0
YBR301W,YGR294W,0.0
YBR301W,YJL223C,1.11e-166
YBR301W,YIL176C,1.11e-166
YBR301W,YHL046C,1.11e-166
YBR301W,YNR076W,5.15e-165
YBR301W,YLL064C,5.15e-165
YBR301W,YEL049W,5.15e-165
YBR301W,YDR542W,5.15e-165
YBR301W,YGL261C,5.19e-160
YBR301W,YLR461W,2.41e-158
YBR301W,YOL161C,2.43e-153
YBR301W,YKL224C,1.59e-110
YBR301W,YCR104W,1.61e-105
YBR301W,YPL282C,4.67e-102
YBR301W,YOR394W,4.67e-102
YBR301W,YLL025W,1.64e-95
YBR302C,YML132W,0.0
YBR302C,YNL336W,0.0
YBR302C,YFL062W,0.0
YBR302C,YJR161C,0.0
YBR302C,YGR295C,0.0
YBR302C,YDL248W,0.0
YBR302C,YIR043C,0.0
YBR302C,YHL048W,0.0
YBR302C,YKL219W,5.07e-160
YCL019W,YGR161W-B,0.0
YCL019W,YFL002W-A,0.0
YCL019W,YLR410W-B,0.0
YCL019W,YDR034C-D,0.0
YCL019W,YOR192C-B,0.0
YCL019W,YDR210W-B,0.0
YCL019W,YOR343W-B,0.0
YCL019W,YDR261W-B,0.0
YCL019W,YDR098C-B,0.0
YCL019W,YNL054W-B,0.0
YCL019W,YDR210C-D,0.0
YCL019W,YLR227W-B,0.0
YCL019W,YGR038C-B,0.0
YCL019W,YPR137C-B,0.0
YCL019W,YCL020W,0.0
YCL019W,YGR161W-A,0.0
YCL019W,YFL002W-B,0.0
YCL019W,YJR027W,0.0
YCL019W,YLR410W-A,0.0
YCL019W,YDR261W-A,0.0
YCL019W,YDR034C-C,0.0
YCL019W,YDR365W-B,0.0
YCL019W,YDR210W-A,0.0
YCL019W,YOR192C-A,0.0
YCL019W,YOR343W-A,0.0
YCL019W,YPL257W-B,0.0
YCL019W,YLR157C-B,0.0
YCL019W,YML039W,0.0
YCL019W,YER138C,0.0
YCL019W,YOL103W-B,0.0
YCL019W,YPR158W-B,0.0
YCL019W,YML045W,0.0
YCL019W,YDR316W-B,0.0
YCL019W,YPR158C-D,0.0
YCL019W,YHR214C-B,0.0
YCL019W,YMR050C,0.0
YCL019W,YER160C,0.0
YCL019W,YLR035C-A,0.0
YCL019W,YGR161C-D,0.0
YCL019W,YOR142W-B,0.0
YCL019W,YMR045C,0.0
YCL019W,YNL284C-B,0.0
YCL019W,YGR027W-B,0.0
YCL019W,YJR029W,0.0
YCL019W,YDR261C-D,0.0
YCL019W,YGR038C-A,1.01e-87
YCL019W,YPR158W-A,2.19e-84
YCL019W,YOR142W-A,2.19e-84
YCL019W,YMR051C,2.19e-84
YCL019W,YML040W,2.19e-84
YCL019W,YLR227W-A,2.19e-84
YCL019W,YJR026W,2.19e-84
YCL019W,YHR214C-C,2.39e-84
YCL019W,YGR161C-C,2.19e-84
YCL019W,YER159C-A,2.19e-84
YCL019W,YDR316W-A,2.19e-84
YCL019W,YDR210C-C,2.19e-84
YCL019W,YDR098C-A,2.19e-84
YCL019W,YPL257W-A,1.02e-82
YCL019W,YML045W-A,1.02e-82
YCL019W,YLR256W-A,1.02e-82
YCL019W,YLR157C-A,1.02e-82
YCL019W,YER137C-A,1.02e-82
YCL019W,YDR365W-A,1.02e-82
YCL019W,YDR261C-C,1.02e-82
YCL019W,YOL103W-A,2.21e-79
YCL019W,YPR158C-C,1.03e-77
YCL020W,YGR161W-B,0.0
YCL020W,YGR161W-A,0.0
YCL020W,YFL002W-B,0.0
YCL020W,YFL002W-A,0.0
YCL020W,YLR410W-B,0.0
YCL020W,YLR410W-A,0.0
YCL020W,YDR261W-B,0.0
YCL020W,YDR261W-A,0.0
YCL020W,YDR034C-D,0.0
YCL020W,YDR034C-C,0.0
YCL020W,YDR210W-B,0.0
YCL020W,YDR210W-A,0.0
YCL020W,YOR192C-B,0.0
YCL020W,YOR192C-A,0.0
YCL020W,YOR343W-B,0.0
YCL020W,YOR343W-A,0.0
YCL020W,YGR038C-B,4.09e-87
YCL020W,YGR038C-A,1.01e-87
YCL020W,YPR158W-B,8.86e-84
YCL020W,YPR158W-A,2.19e-84
YCL020W,YOR142W-B,8.85e-84
YCL020W,YOR142W-A,2.19e-84
YCL020W,YMR051C,2.19e-84
YCL020W,YMR050C,8.85e-84
YCL020W,YML040W,2.19e-84
YCL020W,YML039W,8.85e-84
YCL020W,YLR227W-B,8.85e-84
YCL020W,YLR227W-A,2.19e-84
YCL020W,YJR027W,8.85e-84
YCL020W,YJR026W,2.19e-84
YCL020W,YHR214C-C,2.39e-84
YCL020W,YHR214C-B,9.05e-84
YCL020W,YGR161C-D,8.85e-84
YCL020W,YGR161C-C,2.19e-84
YCL020W,YER160C,8.85e-84
YCL020W,YER159C-A,2.19e-84
YCL020W,YDR316W-B,8.85e-84
YCL020W,YDR316W-A,2.19e-84
YCL020W,YDR210C-D,8.85e-84
YCL020W,YDR210C-C,2.19e-84
YCL020W,YDR098C-B,8.85e-84
YCL020W,YDR098C-A,2.19e-84
YCL020W,YPL257W-B,4.12e-82
YCL020W,YPL257W-A,1.02e-82
YCL020W,YML045W-A,1.02e-82
YCL020W,YML045W,4.12e-82
YCL020W,YLR256W-A,1.02e-82
YCL020W,YLR157C-B,4.12e-82
YCL020W,YLR157C-A,1.02e-82
YCL020W,YER138C,4.12e-82
YCL020W,YER137C-A,1.02e-82
YCL020W,YDR365W-B,4.12e-82
YCL020W,YDR365W-A,1.02e-82
YCL020W,YDR261C-D,3.76e-82
YCL020W,YDR261C-C,1.02e-82
YCL020W,YOL103W-B,8.92e-79
YCL020W,YOL103W-A,2.21e-79
YCL020W,YPR158C-D,4.15e-77
YCL020W,YPR158C-C,1.03e-77
YCL025C,YDR508C,6.47e-156
YCL040W,YCL042W,1.67e-50
YCL041C,YCL043C,2.15e-40
YCL065W,YCR041W,4.87e-140
YCL065W,YCR097W-A,6.89e-88
YCL065W,YCR040W,3.34e-24
YCL065W,YCL066W,3.34e-24
YCL066W,YCR040W,0.0
YCL066W,YCR097W-A,1.62e-24
YCL066W,YCR041W,2.06e-24
YCL067C,YCR039C,0.0
YCL067C,YCR096C,0.0
YCL068C,YCR038C,0.0
YCL069W,YKR105C,0.0
YCL073C,YKR106W,0.0
YCR018C-A,YPR002C-A,6.40e-92
YCR018C-A,YOL106W,4.34e-86
YCR018C-A,YMR046W-A,8.75e-64
YCR018C-A,YGR122C-A,1.94e-45
YCR018C-A,YLR334C,8.31e-44
YCR018C-A,YDR034C-A,1.68e-42
YCR018C-A,YDR366C,3.16e-38
YCR024C-A,YEL017C-A,4.31e-42
YCR031C,YJL191W,4.32e-169
YCR037C,YJL198W,1.44e-153
YCR039C,YCR096C,0.0
YCR040W,YCR097W-A,1.62e-24
YCR040W,YCR041W,2.06e-24
YCR041W,YCR097W-A,6.89e-88
YCR091W,YNR047W,5.60e-108
YCR099C,YJL222W,7.54e-109
YCR099C,YIL173W,7.54e-109
YCR100C,YNR066C,9.76e-108
YCR102C,YLR460C,0.0
YCR104W,YMR325W,0.0
YCR104W,YPL282C,0.0
YCR104W,YOR394W,0.0
YCR104W,YIR041W,5.26e-175
YCR104W,YKL224C,2.44e-168
YCR104W,YLR037C,9.31e-133
YCR104W,YLL025W,2.61e-128
YCR104W,YGR294W,7.20e-109
YCR104W,YJL223C,1.56e-105
YCR104W,YIL176C,1.56e-105
YCR104W,YNR076W,7.26e-104
YCR104W,YLL064C,7.26e-104
YCR104W,YOL161C,3.38e-102
YCR104W,YEL049W,3.38e-102
YCR107W,YFL056C,0.0
YCR107W,YDL243C,0.0
YCR107W,YNL331C,0.0
YCR107W,YOL165C,0.0
YCR107W,YJR155W,0.0
YCR108C,YFL063W,4.55e-62
YCR108C,YJR162C,9.72e-53
YCR108C,YLL065W,4.52e-51
YCR108C,YER188C-A,8.39e-38
YCR108C,YDR543C,8.39e-38
YCR108C,YNL337W,1.55e-19
YCR108C,YNR077C,7.23e-18
YDL022C-A,YDL024C,9.21e-19
YDL061C,YLR388W,1.22e-63
YDL075W,YLR406C,1.59e-23
YDL082W,YMR142C,0.0
YDL083C,YMR143W,2.36e-177
YDL130W,YOL039W,4.20e-36
YDL131W,YDL182W,0.0
YDL134C,YDL188C,0.0
YDL136W,YDL191W,0.0
YDL137W,YDL192W,0.0
YDL229W,YNL209W,0.0
YDL229W,YLL024C,0.0
YDL243C,YNL331C,0.0
YDL243C,YFL056C,0.0
YDL243C,YJR155W,0.0
YDL243C,YOL165C,1.89e-100
YDL244W,YJR156C,0.0
YDL244W,YFL058W,0.0
YDL244W,YNL332W,0.0
YDL245C,YJR158W,0.0
YDL245C,YEL069C,0.0
YDL245C,YNR072W,0.0
YDL246C,YJR159W,0.0
YDL247W,YJR160C,0.0
YDL248W,YJR161C,0.0
YDL248W,YML132W,0.0
YDL248W,YNL336W,0.0
YDL248W,YFL062W,0.0
YDL248W,YGR295C,0.0
YDL248W,YHL048W,0.0
YDL248W,YIR043C,0.0
YDL248W,YKL219W,1.40e-165
YDR034C-A,YMR046W-A,1.16e-42
YDR034C-A,YOL106W,1.66e-40
YDR034C-A,YPR002C-A,4.13e-39
YDR034C-A,YGR122C-A,1.19e-27
YDR034C-C,YDR034C-D,0.0
YDR034C-C,YLR410W-B,0.0
YDR034C-C,YLR410W-A,0.0
YDR034C-C,YGR161W-B,0.0
YDR034C-C,YGR161W-A,0.0
YDR034C-C,YFL002W-B,0.0
YDR034C-C,YFL002W-A,0.0
YDR034C-C,YOR192C-B,0.0
YDR034C-C,YOR192C-A,0.0
YDR034C-C,YDR261W-B,0.0
YDR034C-C,YDR261W-A,0.0
YDR034C-C,YDR210W-B,0.0
YDR034C-C,YDR210W-A,0.0
YDR034C-C,YOR343W-B,0.0
YDR034C-C,YOR343W-A,0.0
YDR034C-C,YGR038C-B,8.73e-94
YDR034C-C,YGR038C-A,2.16e-94
YDR034C-C,YPL257W-B,4.06e-92
YDR034C-C,YPL257W-A,1.01e-92
YDR034C-C,YLR157C-B,4.06e-92
YDR034C-C,YLR157C-A,1.01e-92
YDR034C-C,YER138C,4.06e-92
YDR034C-C,YER137C-A,1.01e-92
YDR034C-C,YDR365W-B,4.06e-92
YDR034C-C,YDR365W-A,1.01e-92
YDR034C-C,YDR261C-D,3.71e-92
YDR034C-C,YDR261C-C,1.01e-92
YDR034C-C,YML040W,2.18e-89
YDR034C-C,YML039W,8.79e-89
YDR034C-C,YLR227W-B,8.79e-89
YDR034C-C,YLR227W-A,2.18e-89
YDR034C-C,YJR027W,8.79e-89
YDR034C-C,YJR026W,2.18e-89
YDR034C-C,YPR158W-B,4.09e-87
YDR034C-C,YPR158W-A,1.01e-87
YDR034C-C,YPR158C-D,4.09e-87
YDR034C-C,YPR158C-C,1.01e-87
YDR034C-C,YOR142W-B,4.09e-87
YDR034C-C,YOR142W-A,1.01e-87
YDR034C-C,YMR051C,1.01e-87
YDR034C-C,YMR050C,4.09e-87
YDR034C-C,YML045W-A,1.01e-87
YDR034C-C,YML045W,4.09e-87
YDR034C-C,YLR256W-A,1.01e-87
YDR034C-C,YHR214C-C,1.10e-87
YDR034C-C,YHR214C-B,4.18e-87
YDR034C-C,YGR161C-D,4.09e-87
YDR034C-C,YGR161C-C,1.01e-87
YDR034C-C,YER160C,4.09e-87
YDR034C-C,YER159C-A,1.01e-87
YDR034C-C,YDR316W-B,4.09e-87
YDR034C-C,YDR316W-A,1.01e-87
YDR034C-C,YDR210C-D,4.09e-87
YDR034C-C,YDR210C-C,1.01e-87
YDR034C-C,YDR098C-B,4.09e-87
YDR034C-C,YDR098C-A,1.01e-87
YDR034C-C,YOL103W-B,8.85e-84
YDR034C-C,YOL103W-A,2.19e-84
YDR034C-C,YHR145C,1.05e-12
YDR034C-D,YLR410W-B,0.0
YDR034C-D,YGR161W-B,0.0
YDR034C-D,YFL002W-A,0.0
YDR034C-D,YOR192C-B,0.0
YDR034C-D,YDR210W-B,0.0
YDR034C-D,YOR343W-B,0.0
YDR034C-D,YDR261W-B,0.0
YDR034C-D,YDR098C-B,0.0
YDR034C-D,YNL054W-B,0.0
YDR034C-D,YDR210C-D,0.0
YDR034C-D,YLR227W-B,0.0
YDR034C-D,YGR038C-B,0.0
YDR034C-D,YPR137C-B,0.0
YDR034C-D,YLR410W-A,0.0
YDR034C-D,YJR027W,0.0
YDR034C-D,YGR161W-A,0.0
YDR034C-D,YFL002W-B,0.0
YDR034C-D,YDR365W-B,0.0
YDR034C-D,YOR192C-A,0.0
YDR034C-D,YDR261W-A,0.0
YDR034C-D,YPL257W-B,0.0
YDR034C-D,YLR157C-B,0.0
YDR034C-D,YDR210W-A,0.0
YDR034C-D,YML039W,0.0
YDR034C-D,YER138C,0.0
YDR034C-D,YOL103W-B,0.0
YDR034C-D,YOR343W-A,0.0
YDR034C-D,YPR158W-B,0.0
YDR034C-D,YML045W,0.0
YDR034C-D,YDR316W-B,0.0
YDR034C-D,YPR158C-D,0.0
YDR034C-D,YHR214C-B,0.0
YDR034C-D,YMR050C,0.0
YDR034C-D,YER160C,0.0
YDR034C-D,YLR035C-A,0.0
YDR034C-D,YGR161C-D,0.0
YDR034C-D,YOR142W-B,0.0
YDR034C-D,YMR045C,0.0
YDR034C-D,YNL284C-B,0.0
YDR034C-D,YGR027W-B,0.0
YDR034C-D,YJR029W,0.0
YDR034C-D,YDR261C-D,0.0
YDR034C-D,YGR038C-A,2.16e-94
YDR034C-D,YPL257W-A,1.01e-92
YDR034C-D,YLR157C-A,1.01e-92
YDR034C-D,YER137C-A,1.01e-92
YDR034C-D,YDR365W-A,1.01e-92
YDR034C-D,YDR261C-C,1.01e-92
YDR034C-D,YML040W,2.18e-89
YDR034C-D,YLR227W-A,2.18e-89
YDR034C-D,YJR026W,2.18e-89
YDR034C-D,YPR158W-A,1.01e-87
YDR034C-D,YPR158C-C,1.01e-87
YDR034C-D,YOR142W-A,1.01e-87
YDR034C-D,YMR051C,1.01e-87
YDR034C-D,YML045W-A,1.01e-87
YDR034C-D,YLR256W-A,1.01e-87
YDR034C-D,YHR214C-C,1.10e-87
YDR034C-D,YGR161C-C,1.01e-87
YDR034C-D,YER159C-A,1.01e-87
YDR034C-D,YDR316W-A,1.01e-87
YDR034C-D,YDR210C-C,1.01e-87
YDR034C-D,YDR098C-A,1.01e-87
YDR034C-D,YOL103W-A,2.19e-84
YDR034C-D,YHR145C,1.05e-12
YDR038C,YDR039C,0.0
YDR038C,YDR040C,0.0
YDR039C,YDR040C,0.0
YDR093W,YDR094W,8.11e-148
YDR098C-A,YDR098C-B,0.0
YDR098C-A,YGR161C-D,0.0
YDR098C-A,YGR161C-C,0.0
YDR098C-A,YDR316W-B,0.0
YDR098C-A,YDR316W-A,0.0
YDR098C-A,YMR051C,0.0
YDR098C-A,YMR050C,0.0
YDR098C-A,YER160C,0.0
YDR098C-A,YER159C-A,0.0
YDR098C-A,YPR158W-B,0.0
YDR098C-A,YPR158W-A,0.0
YDR098C-A,YOR142W-B,0.0
YDR098C-A,YOR142W-A,0.0
YDR098C-A,YML045W-A,0.0
YDR098C-A,YML045W,0.0
YDR098C-A,YDR210C-D,0.0
YDR098C-A,YDR210C-C,0.0
YDR098C-A,YGR038C-B,0.0
YDR098C-A,YGR038C-A,0.0
YDR098C-A,YOL103W-B,0.0
YDR098C-A,YOL103W-A,0.0
YDR098C-A,YLR256W-A,0.0
YDR098C-A,YML040W,0.0
YDR098C-A,YML039W,0.0
YDR098C-A,YLR227W-B,0.0
YDR098C-A,YLR227W-A,0.0
YDR098C-A,YJR027W,0.0
YDR098C-A,YJR026W,0.0
YDR098C-A,YPR158C-D,0.0
YDR098C-A,YPR158C-C,0.0
YDR098C-A,YPL257W-B,0.0
YDR098C-A,YPL257W-A,0.0
YDR098C-A,YLR157C-B,0.0
YDR098C-A,YLR157C-A,0.0
YDR098C-A,YER138C,0.0
YDR098C-A,YER137C-A,0.0
YDR098C-A,YDR365W-B,0.0
YDR098C-A,YDR365W-A,0.0
YDR098C-A,YDR261C-D,0.0
YDR098C-A,YDR261C-C,0.0
YDR098C-A,YJR029W,0.0
YDR098C-A,YJR028W,0.0
YDR098C-A,YGR027W-B,0.0
YDR098C-A,YGR027W-A,0.0
YDR098C-A,YPR137C-B,0.0
YDR098C-A,YPR137C-A,0.0
YDR098C-A,YNL054W-B,0.0
YDR098C-A,YNL054W-A,0.0
YDR098C-A,YNL284C-B,0.0
YDR098C-A,YNL284C-A,0.0
YDR098C-A,YHR214C-C,0.0
YDR098C-A,YHR214C-B,0.0
YDR098C-A,YDR170W-A,0.0
YDR098C-A,YMR046C,0.0
YDR098C-A,YMR045C,0.0
YDR098C-A,YOR192C-B,8.87e-89
YDR098C-A,YOR192C-A,2.17e-89
YDR098C-A,YLR410W-B,4.12e-87
YDR098C-A,YLR410W-A,1.01e-87
YDR098C-A,YGR161W-B,1.92e-85
YDR098C-A,YGR161W-A,4.70e-86
YDR098C-A,YFL002W-B,4.70e-86
YDR098C-A,YFL002W-A,1.92e-85
YDR098C-A,YDR261W-B,1.92e-85
YDR098C-A,YDR261W-A,4.70e-86
YDR098C-A,YOR343W-B,8.93e-84
YDR098C-A,YOR343W-A,2.18e-84
YDR098C-A,YDR210W-B,4.15e-82
YDR098C-A,YDR210W-A,1.02e-82
YDR098C-B,YGR038C-B,0.0
YDR098C-B,YDR210C-D,0.0
YDR098C-B,YPR137C-B,0.0
YDR098C-B,YDR316W-B,0.0
YDR098C-B,YJR027W,0.0
YDR098C-B,YDR365W-B,0.0
YDR098C-B,YPR158W-B,0.0
YDR098C-B,YLR227W-B,0.0
YDR098C-B,YML045W,0.0
YDR098C-B,YPL257W-B,0.0
YDR098C-B,YOL103W-B,0.0
YDR098C-B,YLR157C-B,0.0
YDR098C-B,YML039W,0.0
YDR098C-B,YER138C,0.0
YDR098C-B,YNL054W-B,0.0
YDR098C-B,YMR050C,0.0
YDR098C-B,YPR158C-D,0.0
YDR098C-B,YOR142W-B,0.0
YDR098C-B,YER160C,0.0
YDR098C-B,YGR027W-B,0.0
YDR098C-B,YGR161C-D,0.0
YDR098C-B,YJR029W,0.0
YDR098C-B,YDR261C-D,0.0
YDR098C-B,YHR214C-B,0.0
YDR098C-B,YNL284C-B,0.0
YDR098C-B,YMR045C,0.0
YDR098C-B,YLR035C-A,0.0
YDR098C-B,YOR343W-B,0.0
YDR098C-B,YGR161W-B,0.0
YDR098C-B,YFL002W-A,0.0
YDR098C-B,YDR210W-B,0.0
YDR098C-B,YLR410W-B,0.0
YDR098C-B,YOR192C-B,0.0
YDR098C-B,YGR161C-C,0.0
YDR098C-B,YDR316W-A,0.0
YDR098C-B,YMR051C,0.0
YDR098C-B,YER159C-A,0.0
YDR098C-B,YDR261W-B,0.0
YDR098C-B,YPR158W-A,0.0
YDR098C-B,YOR142W-A,0.0
YDR098C-B,YML045W-A,0.0
YDR098C-B,YDR210C-C,0.0
YDR098C-B,YGR038C-A,0.0
YDR098C-B,YOL103W-A,0.0
YDR098C-B,YLR256W-A,0.0
YDR098C-B,YML040W,0.0
YDR098C-B,YLR227W-A,0.0
YDR098C-B,YJR026W,0.0
YDR098C-B,YPR158C-C,0.0
YDR098C-B,YPL257W-A,0.0
YDR098C-B,YLR157C-A,0.0
YDR098C-B,YER137C-A,0.0
YDR098C-B,YDR365W-A,0.0
YDR098C-B,YDR261C-C,0.0
YDR098C-B,YJR028W,0.0
YDR098C-B,YGR027W-A,0.0
YDR098C-B,YPR137C-A,0.0
YDR098C-B,YNL054W-A,0.0
YDR098C-B,YNL284C-A,0.0
YDR098C-B,YHR214C-C,0.0
YDR098C-B,YDR170W-A,0.0
YDR098C-B,YMR046C,0.0
YDR098C-B,YOR192C-A,2.17e-89
YDR098C-B,YLR410W-A,1.01e-87
YDR098C-B,YGR161W-A,4.70e-86
YDR098C-B,YFL002W-B,4.70e-86
YDR098C-B,YDR261W-A,4.70e-86
YDR098C-B,YOR343W-A,2.18e-84
YDR098C-B,YDR210W-A,1.02e-82
YDR099W,YER177W,0.0
YDR118W,YDR118W-A,1.05e-32
YDR133C,YDR134C,1.05e-117
YDR154C,YDR155C,5.76e-126
YDR170W-A,YMR046C,0.0
YDR170W-A,YMR045C,0.0
YDR170W-A,YNL284C-B,0.0
YDR170W-A,YNL284C-A,0.0
YDR170W-A,YPR137C-B,0.0
YDR170W-A,YPR137C-A,0.0
YDR170W-A,YPL257W-B,0.0
YDR170W-A,YPL257W-A,0.0
YDR170W-A,YLR157C-B,0.0
YDR170W-A,YLR157C-A,0.0
YDR170W-A,YER138C,0.0
YDR170W-A,YER137C-A,0.0
YDR170W-A,YDR365W-B,0.0
YDR170W-A,YDR365W-A,0.0
YDR170W-A,YDR261C-D,0.0
YDR170W-A,YDR261C-C,0.0
YDR170W-A,YML040W,0.0
YDR170W-A,YML039W,0.0
YDR170W-A,YLR227W-B,0.0
YDR170W-A,YLR227W-A,0.0
YDR170W-A,YJR029W,0.0
YDR170W-A,YJR028W,0.0
YDR170W-A,YJR027W,0.0
YDR170W-A,YJR026W,0.0
YDR170W-A,YGR027W-B,0.0
YDR170W-A,YGR027W-A,0.0
YDR170W-A,YPR158C-D,0.0
YDR170W-A,YPR158C-C,0.0
YDR170W-A,YLR256W-A,0.0
YDR170W-A,YOL103W-B,0.0
YDR170W-A,YOL103W-A,0.0
YDR170W-A,YNL054W-B,0.0
YDR170W-A,YNL054W-A,0.0
YDR170W-A,YGR038C-B,0.0
YDR170W-A,YGR038C-A,0.0
YDR170W-A,YML045W-A,0.0
YDR170W-A,YML045W,0.0
YDR170W-A,YGR161C-D,0.0
YDR170W-A,YGR161C-C,0.0
YDR170W-A,YDR316W-B,0.0
YDR170W-A,YDR316W-A,0.0
YDR170W-A,YMR051C,0.0
YDR170W-A,YMR050C,0.0
YDR170W-A,YER160C,0.0
YDR170W-A,YER159C-A,0.0
YDR170W-A,YPR158W-B,0.0
YDR170W-A,YPR158W-A,0.0
YDR170W-A,YOR142W-B,0.0
YDR170W-A,YOR142W-A,0.0
YDR170W-A,YDR210C-D,0.0
YDR170W-A,YDR210C-C,0.0
YDR170W-A,YHR214C-C,0.0
YDR170W-A,YHR214C-B,0.0
YDR210C-C,YDR210C-D,0.0
YDR210C-C,YGR161C-D,0.0
YDR210C-C,YGR161C-C,0.0
YDR210C-C,YDR316W-B,0.0
YDR210C-C,YDR316W-A,0.0
YDR210C-C,YMR051C,0.0
YDR210C-C,YMR050C,0.0
YDR210C-C,YER160C,0.0
YDR210C-C,YER159C-A,0.0
YDR210C-C,YPR158W-B,0.0
YDR210C-C,YPR158W-A,0.0
YDR210C-C,YOR142W-B,0.0
YDR210C-C,YOR142W-A,0.0
YDR210C-C,YML045W-A,0.0
YDR210C-C,YML045W,0.0
YDR210C-C,YGR038C-B,0.0
YDR210C-C,YGR038C-A,0.0
YDR210C-C,YOL103W-B,0.0
YDR210C-C,YOL103W-A,0.0
YDR210C-C,YLR256W-A,0.0
YDR210C-C,YML040W,0.0
YDR210C-C,YML039W,0.0
YDR210C-C,YLR227W-B,0.0
YDR210C-C,YLR227W-A,0.0
YDR210C-C,YJR027W,0.0
YDR210C-C,YJR026W,0.0
YDR210C-C,YPR158C-D,0.0
YDR210C-C,YPR158C-C,0.0
YDR210C-C,YDR261C-D,0.0
YDR210C-C,YDR261C-C,0.0
YDR210C-C,YPL257W-B,0.0
YDR210C-C,YPL257W-A,0.0
YDR210C-C,YLR157C-B,0.0
YDR210C-C,YLR157C-A,0.0
YDR210C-C,YER138C,0.0
YDR210C-C,YER137C-A,0.0
YDR210C-C,YDR365W-B,0.0
YDR210C-C,YDR365W-A,0.0
YDR210C-C,YJR029W,0.0
YDR210C-C,YJR028W,0.0
YDR210C-C,YGR027W-B,0.0
YDR210C-C,YGR027W-A,0.0
YDR210C-C,YPR137C-B,0.0
YDR210C-C,YPR137C-A,0.0
YDR210C-C,YNL054W-B,0.0
YDR210C-C,YNL054W-A,0.0
YDR210C-C,YNL284C-B,0.0
YDR210C-C,YNL284C-A,0.0
YDR210C-C,YHR214C-C,0.0
YDR210C-C,YHR214C-B,0.0
YDR210C-C,YMR046C,0.0
YDR210C-C,YMR045C,0.0
YDR210C-C,YOR192C-B,8.87e-89
YDR210C-C,YOR192C-A,2.17e-89
YDR210C-C,YLR410W-B,4.12e-87
YDR210C-C,YLR410W-A,1.01e-87
YDR210C-C,YGR161W-B,1.92e-85
YDR210C-C,YGR161W-A,4.70e-86
YDR210C-C,YFL002W-B,4.70e-86
YDR210C-C,YFL002W-A,1.92e-85
YDR210C-C,YDR261W-B,1.92e-85
YDR210C-C,YDR261W-A,4.70e-86
YDR210C-C,YOR343W-B,8.93e-84
YDR210C-C,YOR343W-A,2.18e-84
YDR210C-C,YDR210W-B,4.15e-82
YDR210C-C,YDR210W-A,1.02e-82
YDR210C-D,YGR038C-B,0.0
YDR210C-D,YPR137C-B,0.0
YDR210C-D,YJR027W,0.0
YDR210C-D,YLR227W-B,0.0
YDR210C-D,YDR316W-B,0.0
YDR210C-D,YML045W,0.0
YDR210C-D,YDR365W-B,0.0
YDR210C-D,YPR158W-B,0.0
YDR210C-D,YOL103W-B,0.0
YDR210C-D,YML039W,0.0
YDR210C-D,YPL257W-B,0.0
YDR210C-D,YER138C,0.0
YDR210C-D,YLR157C-B,0.0
YDR210C-D,YPR158C-D,0.0
YDR210C-D,YNL054W-B,0.0
YDR210C-D,YMR050C,0.0
YDR210C-D,YOR142W-B,0.0
YDR210C-D,YER160C,0.0
YDR210C-D,YJR029W,0.0
YDR210C-D,YGR161C-D,0.0
YDR210C-D,YGR027W-B,0.0
YDR210C-D,YDR261C-D,0.0
YDR210C-D,YHR214C-B,0.0
YDR210C-D,YNL284C-B,0.0
YDR210C-D,YMR045C,0.0
YDR210C-D,YLR035C-A,0.0
YDR210C-D,YOR343W-B,0.0
YDR210C-D,YGR161W-B,0.0
YDR210C-D,YFL002W-A,0.0
YDR210C-D,YLR410W-B,0.0
YDR210C-D,YDR210W-B,0.0
YDR210C-D,YOR192C-B,0.0
YDR210C-D,YGR161C-C,0.0
YDR210C-D,YDR316W-A,0.0
YDR210C-D,YMR051C,0.0
YDR210C-D,YER159C-A,0.0
YDR210C-D,YPR158W-A,0.0
YDR210C-D,YOR142W-A,0.0
YDR210C-D,YML045W-A,0.0
