Sequence,Best Hit,e-value,Identities,Gaps,Identities_info,Gaps_info
hybrid.SPGP0Q02630,parentB.XP_018222602.1,0.0,99,0, Identities = 1864/1884 (99%), Gaps = 0/1884 (0%)
hybrid.SPGP0Q02640,parentB.XP_018222601.1,0.0,97,0, Identities = 473/486 (97%), Gaps = 0/486 (0%)
hybrid.SPGP0Q02650,parentB.XP_018221991.1,0.0,98,0, Identities = 872/892 (98%), Gaps = 0/892 (0%)
hybrid.SPGP0Q02670,parentB.XP_018222600.1,0.0,99,0, Identities = 1677/1698 (99%), Gaps = 0/1698 (0%)
hybrid.SPGP0Q02680,parentB.XP_018222599.1,0.0,99,0, Identities = 1730/1752 (99%), Gaps = 0/1752 (0%)
hybrid.SPGP0Q02690,parentB.XP_018222598.1,0.0,99,0, Identities = 965/975 (99%), Gaps = 0/975 (0%)
hybrid.SPGP0FXtrna35K,parentB.DI49_5468,5e-33,100,0, Identities = 73/73 (100%), Gaps = 0/73 (0%)
hybrid.SPGP0FYtrna10H,parentB.DI49_4134,4e-24,93,0, Identities = 67/72 (93%), Gaps = 0/72 (0%)
hybrid.SPGP0GB00100,parentB.XP_018220070.1,0.0,85,0, Identities = 1023/1201 (85%), Gaps = 0/1201 (0%)
hybrid.SPGP0GCtrna21K,parentB.DI49_5564,4e-40,97,1, Identities = 93/96 (97%), Gaps = 1/96 (1%)
hybrid.SPGP0GDtrna22K,parentB.DI49_5564,4e-40,97,1, Identities = 93/96 (97%), Gaps = 1/96 (1%)
hybrid.SPGP0GEtrna6G,parentB.DI49_5603,6e-32,100,0, Identities = 71/71 (100%), Gaps = 0/71 (0%)
hybrid.SPGP0Rtrna16K,parentB.DI49_5564,4e-40,97,1, Identities = 93/96 (97%), Gaps = 1/96 (1%)
hybrid.SPGP0Rtrna16L,parentB.DI49_2066,3e-36,99,0, Identities = 81/82 (99%), Gaps = 0/82 (0%)
hybrid.SPGP0R00110,parentB.XP_018222316.1,3e-50,82,0, Identities = 191/234 (82%), Gaps = 0/234 (0%)
hybrid.SPGP0R00130,parentB.XP_018222314.1,0.0,84,2, Identities = 1539/1833 (84%), Gaps = 44/1833 (2%)
hybrid.SPGP0R00160,parentB.XP_018222311.1,0.0,83,1, Identities = 2382/2857 (83%), Gaps = 21/2857 (1%)
hybrid.SPGP0R00180,parentB.XP_018222309.1,0.0,78,1, Identities = 3600/4645 (78%), Gaps = 45/4645 (1%)
hybrid.SPGP0R00190,parentB.XP_018222308.1,0.0,81,1, Identities = 2806/3460 (81%), Gaps = 44/3460 (1%)
hybrid.SPGP0R00220,parentB.XP_018222305.1,0.0,85,0, Identities = 2825/3316 (85%), Gaps = 2/3316 (0%)
hybrid.SPGP0R00240,parentB.XP_018222303.1,0.0,84,0, Identities = 1450/1719 (84%), Gaps = 5/1719 (0%)
hybrid.SPGP0R00260,parentB.XP_018222301.1,0.0,85,0, Identities = 2143/2533 (85%), Gaps = 4/2533 (0%)
hybrid.SPGP0Rtrna17T,parentB.DI49_5553,4e-29,97,0, Identities = 70/72 (97%), Gaps = 0/72 (0%)
hybrid.SPGP0R00280,parentB.XP_018222299.1,0.0,83,0, Identities = 1399/1684 (83%), Gaps = 4/1684 (0%)
hybrid.SPGP0R00290,parentB.XP_018222294.1,0.0,80,0, Identities = 699/873 (80%), Gaps = 4/873 (0%)
hybrid.SPGP0R00310,parentB.XP_018222292.1,1e-167,86,0, Identities = 465/539 (86%), Gaps = 0/539 (0%)
hybrid.SPGP0R00330,parentB.XP_018222290.1,2e-153,77,2, Identities = 779/1016 (77%), Gaps = 25/1016 (2%)
hybrid.SPGP0R00340,parentB.XP_018222289.1,1e-135,77,6, Identities = 745/972 (77%), Gaps = 62/972 (6%)
hybrid.SPGP0R00380,parentB.XP_018222285.1,3e-150,80,1, Identities = 579/724 (80%), Gaps = 6/724 (1%)
hybrid.SPGP0R00400,parentB.XP_018222283.1,0.0,78,2, Identities = 918/1179 (78%), Gaps = 25/1179 (2%)
hybrid.SPGP0R00430,parentB.XP_018222280.1,2e-180,77,2, Identities = 868/1126 (77%), Gaps = 21/1126 (2%)
hybrid.SPGP0R00440,parentB.XP_018222279.1,0.0,74,4, Identities = 1817/2463 (74%), Gaps = 87/2463 (4%)
hybrid.SPGP0R00490,parentB.XP_018222274.1,0.0,86,0, Identities = 1935/2252 (86%), Gaps = 2/2252 (0%)
hybrid.SPGP0R00500,parentB.XP_018222273.1,0.0,91,0, Identities = 845/930 (91%), Gaps = 0/930 (0%)
hybrid.SPGP0R00520,parentB.XP_018222271.1,1e-175,86,0, Identities = 492/572 (86%), Gaps = 0/572 (0%)
hybrid.SPGP0R00540,parentB.XP_018222269.1,0.0,81,1, Identities = 2266/2784 (81%), Gaps = 29/2784 (1%)
hybrid.SPGP0R00550,parentB.XP_018222268.1,0.0,85,0, Identities = 1101/1288 (85%), Gaps = 5/1288 (0%)
hybrid.SPGP0R00560,parentB.XP_018222267.1,0.0,83,0, Identities = 1605/1933 (83%), Gaps = 5/1933 (0%)
hybrid.SPGP0R00590,parentB.XP_018222264.1,7e-135,82,1, Identities = 463/564 (82%), Gaps = 6/564 (1%)
hybrid.SPGP0R00610,parentB.XP_018222262.1,0.0,82,1, Identities = 2471/3008 (82%), Gaps = 17/3008 (1%)
hybrid.SPGP0R00620,parentB.XP_018222261.1,0.0,83,1, Identities = 967/1161 (83%), Gaps = 6/1161 (1%)
hybrid.SPGP0R00640,parentB.XP_018222259.1,0.0,82,0, Identities = 820/1003 (82%), Gaps = 2/1003 (0%)
hybrid.SPGP0Rtrna18S,parentB.DI49_0694,1e-34,98,0, Identities = 80/82 (98%), Gaps = 0/82 (0%)
hybrid.SPGP0R00700,parentB.XP_018222253.1,9e-160,81,0, Identities = 555/681 (81%), Gaps = 0/681 (0%)
hybrid.SPGP0R00720,parentB.XP_018222251.1,4e-171,96,0, Identities = 353/368 (96%), Gaps = 0/368 (0%)
hybrid.SPGP0R00730,parentB.XP_018222250.1,6e-157,83,0, Identities = 506/610 (83%), Gaps = 0/610 (0%)
hybrid.SPGP0R00740,parentB.XP_018222249.1,0.0,84,0, Identities = 4780/5695 (84%), Gaps = 18/5695 (0%)
hybrid.SPGP0Rtrna13D,parentB.DI49_4675,2e-32,100,0, Identities = 72/72 (100%), Gaps = 0/72 (0%)
hybrid.SPGP0R00780,parentB.XP_018222246.1,0.0,84,0, Identities = 915/1089 (84%), Gaps = 0/1089 (0%)
hybrid.SPGP0Rtrna13E,parentB.DI49_5287,2e-32,100,0, Identities = 72/72 (100%), Gaps = 0/72 (0%)
hybrid.SPGP0R00790,parentB.XP_018222245.1,2e-153,96,0, Identities = 315/327 (96%), Gaps = 0/327 (0%)
hybrid.SPGP0R00800,parentB.XP_018222244.1,0.0,82,0, Identities = 686/838 (82%), Gaps = 2/838 (0%)
hybrid.SPGP0Rtrna14D,parentB.DI49_4675,2e-32,100,0, Identities = 72/72 (100%), Gaps = 0/72 (0%)
hybrid.SPGP0R00830,parentB.XP_018222241.1,4e-164,79,1, Identities = 659/831 (79%), Gaps = 8/831 (1%)
hybrid.SPGP0R00840,parentB.XP_018222240.1,5e-125,89,0, Identities = 318/357 (89%), Gaps = 0/357 (0%)
hybrid.SPGP0R00850,parentB.XP_018222239.1,0.0,86,0, Identities = 1222/1417 (86%), Gaps = 2/1417 (0%)
hybrid.SPGP0R00860,parentB.XP_018222238.1,0.0,81,2, Identities = 737/907 (81%), Gaps = 20/907 (2%)
hybrid.SPGP0R00900,parentB.XP_018222234.1,0.0,77,2, Identities = 1043/1360 (77%), Gaps = 29/1360 (2%)
hybrid.SPGP0R00930,parentB.XP_018222231.1,0.0,79,2, Identities = 1560/1974 (79%), Gaps = 33/1974 (2%)
hybrid.SPGP0R00960,parentB.XP_018222227.1,0.0,86,0, Identities = 1020/1191 (86%), Gaps = 2/1191 (0%)
hybrid.SPGP0R00970,parentB.XP_018222226.1,0.0,84,0, Identities = 840/1000 (84%), Gaps = 2/1000 (0%)
hybrid.SPGP0R00980,parentB.XP_018222225.1,0.0,77,1, Identities = 1720/2245 (77%), Gaps = 26/2245 (1%)
hybrid.SPGP0R00990,parentB.XP_018222224.1,0.0,81,1, Identities = 1160/1436 (81%), Gaps = 16/1436 (1%)
hybrid.SPGP0R01010,parentB.XP_018222223.1,0.0,87,0, Identities = 911/1052 (87%), Gaps = 4/1052 (0%)
hybrid.SPGP0R01030,parentB.XP_018222221.1,0.0,84,0, Identities = 1417/1693 (84%), Gaps = 4/1693 (0%)
hybrid.SPGP0R01050,parentB.XP_018222219.1,2e-126,77,3, Identities = 627/813 (77%), Gaps = 23/813 (3%)
hybrid.SPGP0R01070,parentB.XP_018222216.1,0.0,93,0, Identities = 2570/2753 (93%), Gaps = 10/2753 (0%)
hybrid.SPGP0R01080,parentB.XP_018222215.1,0.0,86,0, Identities = 2015/2341 (86%), Gaps = 4/2341 (0%)
hybrid.SPGP0R01120,parentB.XP_018222211.1,4e-35,81,1, Identities = 153/189 (81%), Gaps = 1/189 (1%)
hybrid.SPGP0R01130,parentB.XP_018222210.1,0.0,80,2, Identities = 1277/1605 (80%), Gaps = 35/1605 (2%)
hybrid.SPGP0R01150,parentB.XP_018222208.1,0.0,82,0, Identities = 2028/2459 (82%), Gaps = 5/2459 (0%)
hybrid.SPGP0R01200,parentB.XP_018222203.1,0.0,79,3, Identities = 1777/2249 (79%), Gaps = 58/2249 (3%)
hybrid.SPGP0R01210,parentB.XP_018222202.1,0.0,85,0, Identities = 1826/2159 (85%), Gaps = 4/2159 (0%)
hybrid.SPGP0R01220,parentB.XP_018222201.1,2e-46,79,3, Identities = 221/279 (79%), Gaps = 9/279 (3%)
hybrid.SPGP0R01230,parentB.XP_018222200.1,4e-136,75,7, Identities = 946/1266 (75%), Gaps = 90/1266 (7%)
hybrid.SPGP0R01240,parentB.XP_018222199.1,0.0,86,0, Identities = 1821/2121 (86%), Gaps = 2/2121 (0%)
hybrid.SPGP0R01250,parentB.XP_018222198.1,0.0,82,1, Identities = 2006/2459 (82%), Gaps = 16/2459 (1%)
hybrid.SPGP0R01260,parentB.XP_018222197.1,0.0,80,2, Identities = 927/1162 (80%), Gaps = 26/1162 (2%)
hybrid.SPGP0Rtrna11F,parentB.DI49_5486,9e-42,99,0, Identities = 91/92 (99%), Gaps = 0/92 (0%)
hybrid.SPGP0R01280,parentB.XP_018222195.1,8e-64,98,0, Identities = 135/138 (98%), Gaps = 0/138 (0%)
hybrid.SPGP0R01290,parentB.XP_018222194.1,0.0,95,0, Identities = 443/468 (95%), Gaps = 0/468 (0%)
hybrid.SPGP0R01330,parentB.XP_018222190.1,0.0,75,3, Identities = 1135/1505 (75%), Gaps = 44/1505 (3%)
hybrid.SPGP0R01350,parentB.XP_018222188.1,0.0,77,3, Identities = 1126/1456 (77%), Gaps = 38/1456 (3%)
hybrid.SPGP0Rtrna17L,parentB.DI49_1927,1e-55,100,0, Identities = 114/114 (100%), Gaps = 0/114 (0%)
hybrid.SPGP0R01370,parentB.XP_018222186.1,0.0,84,0, Identities = 861/1029 (84%), Gaps = 0/1029 (0%)
hybrid.SPGP0R01390,parentB.XP_018222184.1,0.0,84,1, Identities = 785/934 (84%), Gaps = 5/934 (1%)
hybrid.SPGP0R01400,parentB.XP_018222183.1,1e-100,86,1, Identities = 293/340 (86%), Gaps = 3/340 (1%)
hybrid.SPGP0Rtrna10V,parentB.DI49_4248,7e-32,99,0, Identities = 73/74 (99%), Gaps = 0/74 (0%)
hybrid.SPGP0R01430,parentB.XP_018222180.1,0.0,87,0, Identities = 1056/1218 (87%), Gaps = 0/1218 (0%)
hybrid.SPGP0R01440,parentB.XP_018222179.1,0.0,82,1, Identities = 1328/1623 (82%), Gaps = 15/1623 (1%)
hybrid.SPGP0Rtrna17R,parentB.DI49_4020,2e-32,100,0, Identities = 72/72 (100%), Gaps = 0/72 (0%)
hybrid.SPGP0Rtrna14E,parentB.DI49_5287,2e-32,100,0, Identities = 72/72 (100%), Gaps = 0/72 (0%)
hybrid.SPGP0R01480,parentB.XP_018222176.1,0.0,88,1, Identities = 1345/1533 (88%), Gaps = 15/1533 (1%)
hybrid.SPGP0R01490,parentB.XP_018222175.1,0.0,82,1, Identities = 1310/1602 (82%), Gaps = 24/1602 (1%)
hybrid.SPGP0R01510,parentB.XP_018222173.1,2e-159,87,0, Identities = 432/497 (87%), Gaps = 0/497 (0%)
hybrid.SPGP0R01550,parentB.XP_018222170.1,0.0,84,0, Identities = 2967/3539 (84%), Gaps = 4/3539 (0%)
hybrid.SPGP0R01580,parentB.XP_018222167.1,0.0,80,0, Identities = 1215/1511 (80%), Gaps = 7/1511 (0%)
hybrid.SPGP0R01590,parentB.XP_018222166.1,0.0,82,0, Identities = 766/932 (82%), Gaps = 2/932 (0%)
hybrid.SPGP0R01620,parentB.XP_018222163.1,5e-115,87,0, Identities = 320/369 (87%), Gaps = 0/369 (0%)
hybrid.SPGP0R01630,parentB.XP_018222162.1,0.0,77,3, Identities = 1626/2105 (77%), Gaps = 54/2105 (3%)
hybrid.SPGP0R01640,parentB.XP_018222161.1,0.0,80,1, Identities = 1364/1695 (80%), Gaps = 21/1695 (1%)
hybrid.SPGP0R01660,parentB.XP_018218842.1,0.0,94,0, Identities = 590/630 (94%), Gaps = 0/630 (0%)
hybrid.SPGP0R01670,parentB.XP_018222159.1,0.0,83,0, Identities = 1381/1668 (83%), Gaps = 0/1668 (0%)
hybrid.SPGP0R01680,parentB.XP_018222158.1,0.0,83,1, Identities = 1308/1572 (83%), Gaps = 15/1572 (1%)
hybrid.SPGP0R01690,parentB.XP_018222157.1,1e-113,78,1, Identities = 502/641 (78%), Gaps = 7/641 (1%)
hybrid.SPGP0R01740,parentB.XP_018222152.1,0.0,82,0, Identities = 1361/1669 (82%), Gaps = 4/1669 (0%)
hybrid.SPGP0R01820,parentB.XP_018222145.1,0.0,79,1, Identities = 1113/1411 (79%), Gaps = 8/1411 (1%)
hybrid.SPGP0R01830,parentB.XP_018222144.1,0.0,83,0, Identities = 2763/3344 (83%), Gaps = 4/3344 (0%)
hybrid.SPGP0Rtrna15E,parentB.DI49_5287,8e-31,99,0, Identities = 71/72 (99%), Gaps = 0/72 (0%)
hybrid.SPGP0R01860,parentB.XP_018222141.1,0.0,83,1, Identities = 1165/1399 (83%), Gaps = 8/1399 (1%)
hybrid.SPGP0Rtrna6H,parentB.DI49_4134,4e-24,93,0, Identities = 67/72 (93%), Gaps = 0/72 (0%)
hybrid.SPGP0R01870,parentB.XP_018222139.1,4e-119,78,2, Identities = 563/726 (78%), Gaps = 14/726 (2%)
hybrid.SPGP0R01880,parentB.XP_018222138.1,0.0,85,0, Identities = 1634/1914 (85%), Gaps = 2/1914 (0%)
hybrid.SPGP0R01890,parentB.XP_018222137.1,0.0,86,0, Identities = 900/1052 (86%), Gaps = 5/1052 (0%)
hybrid.SPGP0R01910,parentB.XP_018222135.1,9e-162,96,0, Identities = 336/351 (96%), Gaps = 0/351 (0%)
hybrid.SPGP0R01920,parentB.XP_018222134.1,0.0,82,0, Identities = 1189/1451 (82%), Gaps = 2/1451 (0%)
hybrid.SPGP0R01930,parentB.XP_018222133.1,0.0,88,1, Identities = 996/1138 (88%), Gaps = 8/1138 (1%)
hybrid.SPGP0R01950,parentB.XP_018222131.1,0.0,79,1, Identities = 1351/1703 (79%), Gaps = 22/1703 (1%)
hybrid.SPGP0R01990,parentB.XP_018222127.1,0.0,85,0, Identities = 1292/1528 (85%), Gaps = 4/1528 (0%)
hybrid.SPGP0R02010,parentB.XP_018222125.1,0.0,83,0, Identities = 1817/2178 (83%), Gaps = 2/2178 (0%)
hybrid.SPGP0R02020,parentB.XP_018222124.1,0.0,86,0, Identities = 819/957 (86%), Gaps = 0/957 (0%)
hybrid.SPGP0R02030,parentB.XP_018222123.1,0.0,84,1, Identities = 1550/1842 (84%), Gaps = 16/1842 (1%)
hybrid.SPGP0Rtrna4W,parentB.DI49_5211,4e-46,97,0, Identities = 103/106 (97%), Gaps = 0/106 (0%)
hybrid.SPGP0R02060,parentB.XP_018222120.1,0.0,85,0, Identities = 1966/2304 (85%), Gaps = 5/2304 (0%)
hybrid.SPGP0R02080,parentB.XP_018222118.1,0.0,81,2, Identities = 1259/1545 (81%), Gaps = 33/1545 (2%)
hybrid.SPGP0R02090,parentB.XP_018222117.1,0.0,95,0, Identities = 731/768 (95%), Gaps = 3/768 (0%)
hybrid.SPGP0R02110,parentB.XP_018222115.1,0.0,82,0, Identities = 1465/1790 (82%), Gaps = 4/1790 (0%)
hybrid.SPGP0R02140,parentB.XP_018222112.1,9e-101,75,2, Identities = 640/858 (75%), Gaps = 13/858 (2%)
hybrid.SPGP0R02150,parentB.XP_018222111.1,0.0,81,1, Identities = 1094/1359 (81%), Gaps = 12/1359 (1%)
hybrid.SPGP0R02170,parentB.XP_018222109.1,0.0,77,2, Identities = 2950/3845 (77%), Gaps = 79/3845 (2%)
hybrid.SPGP0R02200,parentB.XP_018222106.1,0.0,95,0, Identities = 624/654 (95%), Gaps = 0/654 (0%)
hybrid.SPGP0R02210,parentB.XP_018222105.1,0.0,82,0, Identities = 754/916 (82%), Gaps = 0/916 (0%)
hybrid.SPGP0R02220,parentB.XP_018222104.1,0.0,85,0, Identities = 1757/2062 (85%), Gaps = 2/2062 (0%)
hybrid.SPGP0R02240,parentB.XP_018222102.1,0.0,83,0, Identities = 1971/2383 (83%), Gaps = 10/2383 (0%)
hybrid.SPGP0R02250,parentB.XP_018222101.1,0.0,81,1, Identities = 2985/3676 (81%), Gaps = 39/3676 (1%)
hybrid.SPGP0R02260,parentB.XP_018222100.1,0.0,80,1, Identities = 2190/2752 (80%), Gaps = 32/2752 (1%)
hybrid.SPGP0R02270,parentB.XP_018222099.1,0.0,79,1, Identities = 1400/1782 (79%), Gaps = 16/1782 (1%)
hybrid.SPGP0R02290,parentB.XP_018222097.1,0.0,80,1, Identities = 1654/2069 (80%), Gaps = 19/2069 (1%)
hybrid.SPGP0R02320,parentB.XP_018222094.1,0.0,91,0, Identities = 527/576 (91%), Gaps = 0/576 (0%)
hybrid.SPGP0R02340,parentB.XP_018222092.1,0.0,83,1, Identities = 3141/3781 (83%), Gaps = 25/3781 (1%)
hybrid.SPGP0R02350,parentB.XP_018222091.1,0.0,80,1, Identities = 2730/3413 (80%), Gaps = 45/3413 (1%)
hybrid.SPGP0R02390,parentB.XP_018222087.1,0.0,84,0, Identities = 2729/3242 (84%), Gaps = 8/3242 (0%)
hybrid.SPGP0Rtrna18L,parentB.DI49_1927,1e-55,100,0, Identities = 114/114 (100%), Gaps = 0/114 (0%)
hybrid.SPGP0R02490,parentB.XP_018222076.1,0.0,84,0, Identities = 2405/2856 (84%), Gaps = 6/2856 (0%)
hybrid.SPGP0Rtrna17K,parentB.DI49_5468,5e-33,100,0, Identities = 73/73 (100%), Gaps = 0/73 (0%)
hybrid.SPGP0R02510,parentB.XP_018222074.1,4e-170,79,3, Identities = 735/936 (79%), Gaps = 24/936 (3%)
hybrid.SPGP0R02520,parentB.XP_018222073.1,0.0,83,1, Identities = 1386/1676 (83%), Gaps = 9/1676 (1%)
hybrid.SPGP0R02530,parentB.XP_018222072.1,0.0,80,4, Identities = 779/974 (80%), Gaps = 35/974 (4%)
hybrid.SPGP0R02540,parentB.XP_018222071.1,0.0,89,0, Identities = 503/564 (89%), Gaps = 0/564 (0%)
hybrid.SPGP0GJtrna5T,parentB.DI49_2415,1e-29,97,0, Identities = 71/73 (97%), Gaps = 0/73 (0%)
hybrid.SPGP0GK00100,parentB.XP_018219038.1,3e-139,80,1, Identities = 526/655 (80%), Gaps = 4/655 (1%)
hybrid.SPGP0GLtrna2A,parentB.DI49_3564,5e-33,100,0, Identities = 73/73 (100%), Gaps = 0/73 (0%)
hybrid.SPGP0Strna19I,parentB.DI49_5614,1e-33,100,0, Identities = 74/74 (100%), Gaps = 0/74 (0%)
hybrid.SPGP0S00100,parentB.XP_018219840.1,0.0,99,0, Identities = 1232/1236 (99%), Gaps = 0/1236 (0%)
hybrid.SPGP0Strna17P,parentB.DI49_4699,5e-45,97,1, Identities = 102/105 (97%), Gaps = 1/105 (1%)
hybrid.SPGP0S00110,parentB.XP_018219839.1,4e-157,99,0, Identities = 305/309 (99%), Gaps = 0/309 (0%)
hybrid.SPGP0S00120,parentB.XP_018219838.1,0.0,99,0, Identities = 1532/1551 (99%), Gaps = 0/1551 (0%)
hybrid.SPGP0S00130,parentB.XP_018219837.1,0.0,87,2, Identities = 1142/1319 (87%), Gaps = 30/1319 (2%)
hybrid.SPGP0S00140,parentB.XP_018219836.1,0.0,99,0, Identities = 1406/1410 (99%), Gaps = 0/1410 (0%)
hybrid.SPGP0S00150,parentB.XP_018219835.1,0.0,99,0, Identities = 1762/1767 (99%), Gaps = 0/1767 (0%)
hybrid.SPGP0S00160,parentB.XP_018219834.1,3e-128,99,0, Identities = 250/252 (99%), Gaps = 0/252 (0%)
hybrid.SPGP0S00170,parentB.XP_018219833.1,0.0,99,0, Identities = 1081/1083 (99%), Gaps = 0/1083 (0%)
hybrid.SPGP0S00180,parentB.XP_018219832.1,0.0,99,0, Identities = 665/666 (99%), Gaps = 0/666 (0%)
hybrid.SPGP0Strna24T,parentB.DI49_2415,5e-33,100,0, Identities = 73/73 (100%), Gaps = 0/73 (0%)
hybrid.SPGP0S00190,parentB.XP_018219831.1,0.0,99,0, Identities = 2511/2523 (99%), Gaps = 0/2523 (0%)
hybrid.SPGP0S00200,parentB.XP_018219830.1,0.0,99,0, Identities = 1201/1206 (99%), Gaps = 0/1206 (0%)
hybrid.SPGP0Strna18P,parentB.DI49_4699,1e-50,100,0, Identities = 105/105 (100%), Gaps = 0/105 (0%)
hybrid.SPGP0S00220,parentB.XP_018219829.1,0.0,99,0, Identities = 476/477 (99%), Gaps = 0/477 (0%)
hybrid.SPGP0S00230,parentB.XP_018219828.1,0.0,99,0, Identities = 2009/2016 (99%), Gaps = 0/2016 (0%)
hybrid.SPGP0S00240,parentB.XP_018219827.1,0.0,99,0, Identities = 634/636 (99%), Gaps = 0/636 (0%)
hybrid.SPGP0S00250,parentB.XP_018219826.1,0.0,99,0, Identities = 1960/1968 (99%), Gaps = 3/1968 (0%)
hybrid.SPGP0S00260,parentB.XP_018219825.1,0.0,99,0, Identities = 1648/1650 (99%), Gaps = 0/1650 (0%)
hybrid.SPGP0S00270,parentB.XP_018219824.1,0.0,99,0, Identities = 2641/2655 (99%), Gaps = 9/2655 (0%)
hybrid.SPGP0S00280,parentB.XP_018219823.1,0.0,99,0, Identities = 469/471 (99%), Gaps = 0/471 (0%)
hybrid.SPGP0S00290,parentB.XP_018219822.1,0.0,99,0, Identities = 1187/1197 (99%), Gaps = 0/1197 (0%)
hybrid.SPGP0S00300,parentB.XP_018219821.1,0.0,99,0, Identities = 460/462 (99%), Gaps = 0/462 (0%)
hybrid.SPGP0S00310,parentB.XP_018219820.1,0.0,99,0, Identities = 1465/1470 (99%), Gaps = 0/1470 (0%)
hybrid.SPGP0S00320,parentB.XP_018219819.1,0.0,99,0, Identities = 3640/3666 (99%), Gaps = 9/3666 (0%)
hybrid.SPGP0Strna20D,parentB.DI49_4675,2e-32,100,0, Identities = 72/72 (100%), Gaps = 0/72 (0%)
hybrid.SPGP0S00330,parentB.XP_018219818.1,0.0,99,0, Identities = 848/852 (99%), Gaps = 0/852 (0%)
hybrid.SPGP0S00340,parentB.XP_018219817.1,0.0,99,0, Identities = 592/594 (99%), Gaps = 0/594 (0%)
hybrid.SPGP0S00350,parentB.XP_018219816.1,0.0,99,0, Identities = 952/954 (99%), Gaps = 0/954 (0%)
hybrid.SPGP0S00360,parentB.XP_018219815.1,0.0,99,0, Identities = 2258/2268 (99%), Gaps = 0/2268 (0%)
hybrid.SPGP0S00370,parentB.XP_018219814.1,0.0,99,0, Identities = 1854/1860 (99%), Gaps = 0/1860 (0%)
hybrid.SPGP0S00380,parentB.XP_018219813.1,0.0,99,0, Identities = 1436/1440 (99%), Gaps = 0/1440 (0%)
hybrid.SPGP0S00390,parentB.XP_018219812.1,0.0,99,0, Identities = 929/933 (99%), Gaps = 0/933 (0%)
hybrid.SPGP0S00400,parentB.XP_018219811.1,0.0,99,0, Identities = 1226/1230 (99%), Gaps = 0/1230 (0%)
hybrid.SPGP0S00410,parentB.XP_018219810.1,0.0,99,0, Identities = 1461/1464 (99%), Gaps = 0/1464 (0%)
hybrid.SPGP0S00420,parentB.XP_018219809.1,0.0,99,0, Identities = 1265/1272 (99%), Gaps = 3/1272 (0%)
hybrid.SPGP0S00430,parentB.XP_018219808.1,0.0,99,0, Identities = 570/576 (99%), Gaps = 0/576 (0%)
hybrid.SPGP0S00440,parentB.XP_018219807.1,0.0,99,1, Identities = 2597/2622 (99%), Gaps = 15/2622 (1%)
hybrid.SPGP0S00450,parentB.XP_018219806.1,0.0,99,0, Identities = 554/555 (99%), Gaps = 0/555 (0%)
hybrid.SPGP0S00460,parentB.XP_018219805.1,1e-93,100,0, Identities = 183/183 (100%), Gaps = 0/183 (0%)
hybrid.SPGP0S00470,parentB.XP_018219804.1,0.0,99,0, Identities = 1441/1449 (99%), Gaps = 0/1449 (0%)
hybrid.SPGP0S00480,parentB.XP_018219803.1,0.0,99,0, Identities = 922/924 (99%), Gaps = 0/924 (0%)
hybrid.SPGP0S00490,parentB.XP_018219802.1,0.0,99,0, Identities = 1722/1731 (99%), Gaps = 0/1731 (0%)
hybrid.SPGP0S00500,parentB.XP_018219801.1,0.0,99,0, Identities = 1359/1362 (99%), Gaps = 0/1362 (0%)
hybrid.SPGP0S00510,parentB.XP_018219800.1,0.0,99,0, Identities = 871/873 (99%), Gaps = 0/873 (0%)
hybrid.SPGP0S00520,parentB.XP_018219799.1,0.0,99,0, Identities = 1759/1764 (99%), Gaps = 0/1764 (0%)
hybrid.SPGP0S00530,parentB.XP_018219798.1,0.0,99,0, Identities = 1619/1623 (99%), Gaps = 0/1623 (0%)
hybrid.SPGP0S00540,parentB.XP_018219797.1,0.0,99,1, Identities = 1174/1182 (99%), Gaps = 6/1182 (1%)
hybrid.SPGP0S00550,parentB.XP_018219796.1,0.0,100,0, Identities = 600/600 (100%), Gaps = 0/600 (0%)
hybrid.SPGP0S00560,parentB.XP_018219795.1,0.0,99,0, Identities = 1086/1089 (99%), Gaps = 0/1089 (0%)
hybrid.SPGP0S00570,parentB.XP_018219794.1,0.0,100,0, Identities = 432/432 (100%), Gaps = 0/432 (0%)
hybrid.SPGP0S00580,parentB.XP_018219793.1,0.0,99,0, Identities = 2665/2676 (99%), Gaps = 0/2676 (0%)
hybrid.SPGP0S00590,parentB.XP_018219792.1,0.0,99,0, Identities = 1634/1638 (99%), Gaps = 0/1638 (0%)
hybrid.SPGP0S00600,parentB.XP_018219791.1,0.0,99,0, Identities = 1045/1050 (99%), Gaps = 0/1050 (0%)
hybrid.SPGP0S00610,parentB.XP_018219790.1,0.0,99,0, Identities = 2483/2496 (99%), Gaps = 0/2496 (0%)
hybrid.SPGP0S00620,parentB.XP_018219789.1,8e-162,99,0, Identities = 308/309 (99%), Gaps = 0/309 (0%)
hybrid.SPGP0S00630,parentB.XP_018219788.1,0.0,99,0, Identities = 3527/3540 (99%), Gaps = 0/3540 (0%)
hybrid.SPGP0S00640,parentB.XP_018219787.1,0.0,99,0, Identities = 4234/4260 (99%), Gaps = 0/4260 (0%)
hybrid.SPGP0S00650,parentB.XP_018219786.1,0.0,100,0, Identities = 579/579 (100%), Gaps = 0/579 (0%)
hybrid.SPGP0S00660,parentB.XP_018219785.1,0.0,99,0, Identities = 3719/3735 (99%), Gaps = 0/3735 (0%)
hybrid.SPGP0S00670,parentB.XP_018219784.1,0.0,99,0, Identities = 1195/1203 (99%), Gaps = 0/1203 (0%)
