Sequence,Best Hit,e-value
SPGP0Mtrna29T,SPGP0ABtrna28T,2.12e-29
SPGP0Mtrna29T,SPGP0ABtrna27T,2.12e-29
SPGP0Mtrna29T,SPGP0Xtrna18T,2.12e-29
SPGP0Mtrna29T,SPGP0GJtrna5T,2.12e-29
SPGP0Mtrna29T,SPGP0FPtrna4T,2.12e-29
SPGP0Mtrna29T,SPGP0Otrna14T,2.12e-29
SPGP0Mtrna29T,SPGP0Ntrna12T,2.12e-29
SPGP0Mtrna29T,SPGP0ELtrna10T,2.12e-29
SPGP0Mtrna29T,SPGP0Dtrna23T,9.85e-28
SPGP0M00210,SPGP0N03160,0.0
SPGP0M00210,SPGP0AH00990,2.65e-138
SPGP0M00250,SPGP0N03120,0.0
SPGP0M00260,SPGP0N03110,2.96e-162
SPGP0M00270,SPGP0AG00950,0.0
SPGP0M00270,SPGP0AH00930,7.07e-125
SPGP0M00270,SPGP0N03100,7.27e-105
SPGP0M00280,SPGP0N03090,0.0
SPGP0M00290,SPGP0N03080,1.40e-53
SPGP0M00310,SPGP0N03060,0.0
SPGP0M00360,SPGP0N03010,0.0
SPGP0M00370,SPGP0N03000,1.14e-93
SPGP0M00390,SPGP0N02980,5.49e-148
SPGP0M00390,SPGP0P02760,3.08e-128
SPGP0M00390,SPGP0Z01490,4.09e-128
SPGP0M00400,SPGP0N02970,0.0
SPGP0M00430,SPGP0N02940,0.0
SPGP0M00440,SPGP0N02930,0.0
SPGP0M00460,SPGP0N02910,0.0
SPGP0M00470,SPGP0N02900,0.0
SPGP0M00480,SPGP0N02890,1.27e-82
SPGP0M00490,SPGP0N02880,0.0
SPGP0M00500,SPGP0N02870,0.0
SPGP0M00520,SPGP0N02850,1.31e-124
SPGP0Mtrna25E,SPGP0Itrna19E,3.45e-32
SPGP0Mtrna25E,SPGP0Gtrna26E,3.45e-32
SPGP0Mtrna25E,SPGP0Ftrna23E,3.45e-32
SPGP0Mtrna25E,SPGP0Etrna28E,3.45e-32
SPGP0Mtrna25E,SPGP0Etrna27E,3.45e-32
SPGP0Mtrna25E,SPGP0AZtrna22E,3.45e-32
SPGP0Mtrna25E,SPGP0Ctrna4E,3.45e-32
SPGP0Mtrna25E,SPGP0AMtrna31E,3.45e-32
SPGP0Mtrna25E,SPGP0AHtrna18E,3.45e-32
SPGP0Mtrna25E,SPGP0AGtrna30E,3.45e-32
SPGP0Mtrna25E,SPGP0AAtrna20E,3.45e-32
SPGP0Mtrna25E,SPGP0Ztrna21E,3.45e-32
SPGP0Mtrna25E,SPGP0Wtrna3E,3.45e-32
SPGP0Mtrna25E,SPGP0Vtrna11E,3.45e-32
SPGP0Mtrna25E,SPGP0Vtrna10E,3.45e-32
SPGP0Mtrna25E,SPGP0Ttrna24E,3.45e-32
SPGP0Mtrna25E,SPGP0Rtrna14E,3.45e-32
SPGP0Mtrna25E,SPGP0Rtrna13E,3.45e-32
SPGP0Mtrna25E,SPGP0Qtrna9E,3.45e-32
SPGP0Mtrna25E,SPGP0Qtrna8E,3.45e-32
SPGP0Mtrna25E,SPGP0Qtrna7E,3.45e-32
SPGP0Mtrna25E,SPGP0Ptrna12E,3.45e-32
SPGP0Mtrna25E,SPGP0Ntrna6E,3.45e-32
SPGP0Mtrna25E,SPGP0Etrna29E,1.24e-31
SPGP0Mtrna25E,SPGP0Rtrna15E,1.60e-30
SPGP0Mtrna25E,SPGP0Btrna1E,1.62e-25
SPGP0Mtrna25E,SPGP0Wtrna2E,1.62e-25
SPGP0Mtrna25E,SPGP0Atrna16E,7.52e-24
SPGP0M00550,SPGP0N02820,2.88e-132
SPGP0M00550,SPGP0Z01350,4.90e-37
SPGP0M00560,SPGP0N02810,2.20e-168
SPGP0M00560,SPGP0P02620,2.51e-59
SPGP0M00560,SPGP0Z01350,1.03e-53
SPGP0M00560,SPGP0Z01340,5.74e-42
SPGP0M00590,SPGP0N02780,0.0
SPGP0M00630,SPGP0N02740,0.0
SPGP0M00640,SPGP0N02730,3.94e-136
SPGP0M00660,SPGP0N02710,0.0
SPGP0M00670,SPGP0N02700,1.70e-175
SPGP0M00690,SPGP0N02680,2.52e-171
SPGP0M00700,SPGP0N02670,0.0
SPGP0M00710,SPGP0N02660,0.0
SPGP0M00730,SPGP0P00540,0.0
SPGP0M00730,SPGP0AD00540,0.0
SPGP0M00730,SPGP0N02640,0.0
SPGP0M00750,SPGP0P00560,2.85e-108
SPGP0M00750,SPGP0AD00560,6.86e-95
SPGP0M00750,SPGP0N02620,2.00e-94
SPGP0M00770,SPGP0N02600,2.89e-48
SPGP0M00780,SPGP0N02590,0.0
SPGP0M00790,SPGP0N02580,0.0
SPGP0M00800,SPGP0N02570,0.0
SPGP0M00810,SPGP0N02560,0.0
SPGP0M00820,SPGP0N02550,0.0
SPGP0M00830,SPGP0N02540,0.0
SPGP0M00840,SPGP0N02530,1.52e-44
SPGP0M00870,SPGP0N02500,0.0
SPGP0Mtrna25D,SPGP0Itrna18D,3.45e-32
SPGP0Mtrna25D,SPGP0Htrna31D,3.45e-32
SPGP0Mtrna25D,SPGP0Gtrna29D,3.45e-32
SPGP0Mtrna25D,SPGP0Etrna33D,3.45e-32
SPGP0Mtrna25D,SPGP0Etrna32D,3.45e-32
SPGP0Mtrna25D,SPGP0Dtrna19D,3.45e-32
SPGP0Mtrna25D,SPGP0Ctrna7D,3.45e-32
SPGP0Mtrna25D,SPGP0Ctrna6D,3.45e-32
SPGP0Mtrna25D,SPGP0ADtrna30D,3.45e-32
SPGP0Mtrna25D,SPGP0ABtrna23D,3.45e-32
SPGP0Mtrna25D,SPGP0ABtrna22D,3.45e-32
SPGP0Mtrna25D,SPGP0Wtrna5D,3.45e-32
SPGP0Mtrna25D,SPGP0Wtrna4D,3.45e-32
SPGP0Mtrna25D,SPGP0Ttrna24D,3.45e-32
SPGP0Mtrna25D,SPGP0Atrna15D,3.45e-32
SPGP0Mtrna25D,SPGP0Strna20D,3.45e-32
SPGP0Mtrna25D,SPGP0Rtrna14D,3.45e-32
SPGP0Mtrna25D,SPGP0Rtrna13D,3.45e-32
SPGP0Mtrna25D,SPGP0Ptrna12D,3.45e-32
SPGP0Mtrna25D,SPGP0Ntrna11D,3.45e-32
SPGP0Mtrna25D,SPGP0Ntrna10D,3.45e-32
SPGP0Mtrna25D,SPGP0Ntrna9D,3.45e-32
SPGP0Mtrna25D,SPGP0Ntrna8D,3.45e-32
SPGP0Mtrna25D,SPGP0Mtrna28D,3.45e-32
SPGP0Mtrna25D,SPGP0Mtrna27D,3.45e-32
SPGP0Mtrna25D,SPGP0Mtrna26D,3.45e-32
SPGP0Mtrna25D,SPGP0Utrna17D,4.46e-31
SPGP0Mtrna25D,SPGP0Btrna1D,1.60e-30
SPGP0Mtrna25D,SPGP0Ftrna21D,2.08e-29
SPGP0M00970,SPGP0N02410,0.0
SPGP0M00980,SPGP0N02400,0.0
SPGP0M01000,SPGP0N02380,0.0
SPGP0M01010,SPGP0N02370,0.0
SPGP0M01020,SPGP0N02360,0.0
SPGP0M01040,SPGP0N02340,1.16e-134
SPGP0Mtrna29R,SPGP0Ntrna10R,9.78e-33
SPGP0Mtrna29R,SPGP0Dtrna24R,2.12e-29
SPGP0Mtrna29R,SPGP0Ctrna5R,2.12e-29
SPGP0Mtrna29R,SPGP0AMtrna39R,2.12e-29
SPGP0Mtrna29R,SPGP0ADtrna35R,2.12e-29
SPGP0Mtrna29R,SPGP0Btrna2R,2.12e-29
SPGP0Mtrna29R,SPGP0Utrna22R,2.12e-29
SPGP0Mtrna29R,SPGP0Atrna18R,2.12e-29
SPGP0Mtrna29R,SPGP0Qtrna11R,2.12e-29
SPGP0Mtrna29R,SPGP0Ptrna14R,2.12e-29
SPGP0Mtrna29R,SPGP0Otrna16R,2.12e-29
SPGP0M01070,SPGP0N02310,0.0
SPGP0M01100,SPGP0N02280,0.0
SPGP0M01130,SPGP0N02250,0.0
SPGP0M01160,SPGP0N02220,0.0
SPGP0M01170,SPGP0N02210,0.0
SPGP0M01180,SPGP0N02200,0.0
SPGP0M01190,SPGP0N02190,9.45e-68
SPGP0M01210,SPGP0N02170,0.0
SPGP0M01220,SPGP0N02160,0.0
SPGP0M01230,SPGP0N02150,9.24e-122
SPGP0M01240,SPGP0N02140,1.93e-178
SPGP0M01250,SPGP0N02130,0.0
SPGP0M01270,SPGP0N02110,0.0
SPGP0M01280,SPGP0N02100,6.83e-110
SPGP0M01330,SPGP0N02060,9.58e-167
SPGP0M01340,SPGP0N02050,0.0
SPGP0M01350,SPGP0N02040,0.0
SPGP0M01370,SPGP0N02020,0.0
SPGP0M01390,SPGP0N02000,2.96e-96
SPGP0M01410,SPGP0N01980,6.91e-80
SPGP0M01420,SPGP0N01970,0.0
SPGP0M01440,SPGP0N01950,0.0
SPGP0M01450,SPGP0N01940,0.0
SPGP0M01460,SPGP0N01930,0.0
SPGP0M01500,SPGP0N01900,1.41e-113
SPGP0M01520,SPGP0N01880,0.0
SPGP0M01520,SPGP0E01010,0.0
SPGP0M01520,SPGP0M02030,0.0
SPGP0M01520,SPGP0N01390,0.0
SPGP0M01520,SPGP0Y00840,0.0
SPGP0M01530,SPGP0N01870,0.0
SPGP0M01540,SPGP0N01860,0.0
SPGP0Mtrna14Y,SPGP0Ftrna13Y,1.63e-41
SPGP0Mtrna14Y,SPGP0Ftrna12Y,1.63e-41
SPGP0Mtrna14Y,SPGP0AFtrna10Y,1.63e-41
SPGP0Mtrna14Y,SPGP0AFtrna9Y,1.63e-41
SPGP0Mtrna14Y,SPGP0Btrna1Y,1.63e-41
SPGP0Mtrna14Y,SPGP0Otrna7Y,1.63e-41
SPGP0Mtrna14Y,SPGP0Mtrna15Y,1.63e-41
SPGP0Mtrna14Y,SPGP0Dtrna11Y,1.64e-36
SPGP0Mtrna14Y,SPGP0Atrna8Y,1.64e-36
SPGP0Mtrna14Y,SPGP0Ntrna5Y,1.64e-36
SPGP0Mtrna14Y,SPGP0Gtrna17Y,7.64e-35
SPGP0Mtrna14Y,SPGP0Gtrna16Y,7.64e-35
SPGP0Mtrna14Y,SPGP0AEtrna4Y,7.64e-35
SPGP0Mtrna14Y,SPGP0AEtrna3Y,7.64e-35
SPGP0Mtrna14Y,SPGP0HYtrna2Y,7.64e-35
SPGP0Mtrna14Y,SPGP0Ntrna6Y,7.64e-35
SPGP0Mtrna30R,SPGP0Itrna23R,3.45e-32
SPGP0Mtrna30R,SPGP0Ftrna26R,3.45e-32
SPGP0Mtrna30R,SPGP0Etrna38R,3.45e-32
SPGP0Mtrna30R,SPGP0Etrna37R,3.45e-32
SPGP0Mtrna30R,SPGP0Etrna36R,3.45e-32
SPGP0Mtrna30R,SPGP0Wtrna4R,3.45e-32
SPGP0Mtrna30R,SPGP0Qtrna12R,3.45e-32
SPGP0Mtrna30R,SPGP0Ptrna15R,3.45e-32
SPGP0Mtrna30R,SPGP0Mtrna31R,3.45e-32
SPGP0Mtrna30R,SPGP0Btrna1R,1.60e-30
SPGP0Mtrna30R,SPGP0Gtrna34R,2.08e-29
SPGP0Mtrna30R,SPGP0Gtrna33R,2.08e-29
SPGP0Mtrna30R,SPGP0Ftrna27R,2.08e-29
SPGP0Mtrna30R,SPGP0Ztrna25R,2.08e-29
SPGP0Mtrna30R,SPGP0Ytrna21R,2.08e-29
SPGP0Mtrna30R,SPGP0Vtrna13R,2.08e-29
SPGP0Mtrna30R,SPGP0Atrna19R,2.08e-29
SPGP0Mtrna30R,SPGP0Rtrna17R,2.08e-29
SPGP0Mtrna30R,SPGP0Ntrna9R,2.08e-29
SPGP0Mtrna30R,SPGP0Ntrna8R,2.08e-29
SPGP0Mtrna26D,SPGP0Itrna18D,3.45e-32
SPGP0Mtrna26D,SPGP0Htrna31D,3.45e-32
SPGP0Mtrna26D,SPGP0Gtrna29D,3.45e-32
SPGP0Mtrna26D,SPGP0Etrna33D,3.45e-32
SPGP0Mtrna26D,SPGP0Etrna32D,3.45e-32
SPGP0Mtrna26D,SPGP0Dtrna19D,3.45e-32
SPGP0Mtrna26D,SPGP0Ctrna7D,3.45e-32
SPGP0Mtrna26D,SPGP0Ctrna6D,3.45e-32
SPGP0Mtrna26D,SPGP0ADtrna30D,3.45e-32
SPGP0Mtrna26D,SPGP0ABtrna23D,3.45e-32
SPGP0Mtrna26D,SPGP0ABtrna22D,3.45e-32
SPGP0Mtrna26D,SPGP0Wtrna5D,3.45e-32
SPGP0Mtrna26D,SPGP0Wtrna4D,3.45e-32
SPGP0Mtrna26D,SPGP0Ttrna24D,3.45e-32
SPGP0Mtrna26D,SPGP0Atrna15D,3.45e-32
SPGP0Mtrna26D,SPGP0Strna20D,3.45e-32
SPGP0Mtrna26D,SPGP0Rtrna14D,3.45e-32
SPGP0Mtrna26D,SPGP0Rtrna13D,3.45e-32
SPGP0Mtrna26D,SPGP0Ptrna12D,3.45e-32
SPGP0Mtrna26D,SPGP0Ntrna11D,3.45e-32
SPGP0Mtrna26D,SPGP0Ntrna10D,3.45e-32
SPGP0Mtrna26D,SPGP0Ntrna9D,3.45e-32
SPGP0Mtrna26D,SPGP0Ntrna8D,3.45e-32
SPGP0Mtrna26D,SPGP0Mtrna28D,3.45e-32
SPGP0Mtrna26D,SPGP0Mtrna27D,3.45e-32
SPGP0Mtrna26D,SPGP0Utrna17D,4.46e-31
SPGP0Mtrna26D,SPGP0Btrna1D,1.60e-30
SPGP0Mtrna26D,SPGP0Ftrna21D,2.08e-29
SPGP0M01620,SPGP0N01790,0.0
SPGP0M01640,SPGP0N01770,0.0
SPGP0Mtrna27D,SPGP0Itrna18D,3.45e-32
SPGP0Mtrna27D,SPGP0Htrna31D,3.45e-32
SPGP0Mtrna27D,SPGP0Gtrna29D,3.45e-32
SPGP0Mtrna27D,SPGP0Etrna33D,3.45e-32
SPGP0Mtrna27D,SPGP0Etrna32D,3.45e-32
SPGP0Mtrna27D,SPGP0Dtrna19D,3.45e-32
SPGP0Mtrna27D,SPGP0Ctrna7D,3.45e-32
SPGP0Mtrna27D,SPGP0Ctrna6D,3.45e-32
SPGP0Mtrna27D,SPGP0ADtrna30D,3.45e-32
SPGP0Mtrna27D,SPGP0ABtrna23D,3.45e-32
SPGP0Mtrna27D,SPGP0ABtrna22D,3.45e-32
SPGP0Mtrna27D,SPGP0Wtrna5D,3.45e-32
SPGP0Mtrna27D,SPGP0Wtrna4D,3.45e-32
SPGP0Mtrna27D,SPGP0Ttrna24D,3.45e-32
SPGP0Mtrna27D,SPGP0Atrna15D,3.45e-32
SPGP0Mtrna27D,SPGP0Strna20D,3.45e-32
SPGP0Mtrna27D,SPGP0Rtrna14D,3.45e-32
SPGP0Mtrna27D,SPGP0Rtrna13D,3.45e-32
SPGP0Mtrna27D,SPGP0Ptrna12D,3.45e-32
SPGP0Mtrna27D,SPGP0Ntrna11D,3.45e-32
SPGP0Mtrna27D,SPGP0Ntrna10D,3.45e-32
SPGP0Mtrna27D,SPGP0Ntrna9D,3.45e-32
SPGP0Mtrna27D,SPGP0Ntrna8D,3.45e-32
SPGP0Mtrna27D,SPGP0Mtrna28D,3.45e-32
SPGP0Mtrna27D,SPGP0Utrna17D,4.46e-31
SPGP0Mtrna27D,SPGP0Btrna1D,1.60e-30
SPGP0Mtrna27D,SPGP0Ftrna21D,2.08e-29
SPGP0Mtrna31R,SPGP0Itrna23R,3.45e-32
SPGP0Mtrna31R,SPGP0Ftrna26R,3.45e-32
SPGP0Mtrna31R,SPGP0Etrna38R,3.45e-32
SPGP0Mtrna31R,SPGP0Etrna37R,3.45e-32
SPGP0Mtrna31R,SPGP0Etrna36R,3.45e-32
SPGP0Mtrna31R,SPGP0Wtrna4R,3.45e-32
SPGP0Mtrna31R,SPGP0Qtrna12R,3.45e-32
SPGP0Mtrna31R,SPGP0Ptrna15R,3.45e-32
SPGP0Mtrna31R,SPGP0Btrna1R,1.60e-30
SPGP0Mtrna31R,SPGP0Gtrna34R,2.08e-29
SPGP0Mtrna31R,SPGP0Gtrna33R,2.08e-29
SPGP0Mtrna31R,SPGP0Ftrna27R,2.08e-29
SPGP0Mtrna31R,SPGP0Ztrna25R,2.08e-29
SPGP0Mtrna31R,SPGP0Ytrna21R,2.08e-29
SPGP0Mtrna31R,SPGP0Vtrna13R,2.08e-29
SPGP0Mtrna31R,SPGP0Atrna19R,2.08e-29
SPGP0Mtrna31R,SPGP0Rtrna17R,2.08e-29
SPGP0Mtrna31R,SPGP0Ntrna9R,2.08e-29
SPGP0Mtrna31R,SPGP0Ntrna8R,2.08e-29
SPGP0M01670,SPGP0I01580,0.0
SPGP0Mtrna25V,SPGP0Htrna30V,2.77e-33
SPGP0Mtrna25V,SPGP0Gtrna28V,2.77e-33
SPGP0Mtrna25V,SPGP0Gtrna27V,2.77e-33
SPGP0Mtrna25V,SPGP0Gtrna26V,2.77e-33
SPGP0Mtrna25V,SPGP0Ftrna22V,2.77e-33
SPGP0Mtrna25V,SPGP0Ftrna21V,2.77e-33
SPGP0Mtrna25V,SPGP0Ftrna20V,2.77e-33
SPGP0Mtrna25V,SPGP0Etrna31V,2.77e-33
SPGP0Mtrna25V,SPGP0Ctrna3V,2.77e-33
SPGP0Mtrna25V,SPGP0AMtrna35V,2.77e-33
SPGP0Mtrna25V,SPGP0AKtrna24V,2.77e-33
SPGP0Mtrna25V,SPGP0Ztrna19V,2.77e-33
SPGP0Mtrna25V,SPGP0Ztrna18V,2.77e-33
SPGP0Mtrna25V,SPGP0Ytrna15V,2.77e-33
SPGP0Mtrna25V,SPGP0Xtrna11V,2.77e-33
SPGP0Mtrna25V,SPGP0Vtrna7V,2.77e-33
SPGP0Mtrna25V,SPGP0Ttrna23V,2.77e-33
SPGP0Mtrna25V,SPGP0Qtrna6V,2.77e-33
SPGP0Mtrna25V,SPGP0Qtrna5V,2.77e-33
SPGP0Mtrna25V,SPGP0Ptrna8V,2.77e-33
SPGP0Mtrna25V,SPGP0Ntrna4V,2.77e-33
SPGP0Mtrna25V,SPGP0Etrna32V,1.29e-31
SPGP0Mtrna25V,SPGP0Dtrna17V,1.29e-31
SPGP0Mtrna25V,SPGP0Rtrna10V,1.29e-31
SPGP0Mtrna25V,SPGP0Ptrna9V,1.29e-31
SPGP0Mtrna25V,SPGP0Htrna29V,6.00e-30
SPGP0M01680,SPGP0N01740,0.0
SPGP0M01700,SPGP0N01720,0.0
SPGP0M01700,SPGP0C00430,9.14e-87
SPGP0M01700,SPGP0U00430,1.98e-83
SPGP0M01700,SPGP0Q00910,4.52e-45
SPGP0M01710,SPGP0N01710,0.0
SPGP0M01730,SPGP0N01690,1.14e-165
SPGP0Mtrna14M,SPGP0Htrna19M,9.78e-33
SPGP0Mtrna14M,SPGP0Ftrna13M,9.78e-33
SPGP0Mtrna14M,SPGP0Btrna1M,9.78e-33
SPGP0Mtrna14M,SPGP0Mtrna15M,9.78e-33
SPGP0Mtrna14M,SPGP0Gtrna17M,2.12e-29
SPGP0Mtrna14M,SPGP0AUtrna2M,2.12e-29
SPGP0Mtrna14M,SPGP0Atrna9M,2.12e-29
SPGP0Mtrna14M,SPGP0Ntrna6M,2.12e-29
SPGP0Mtrna14M,SPGP0Ntrna5M,2.12e-29
SPGP0M01750,SPGP0N01670,0.0
SPGP0M01770,SPGP0N01650,1.07e-111
SPGP0Mtrna38G,SPGP0Gtrna40G,1.22e-31
SPGP0Mtrna38G,SPGP0CAtrna37G,1.22e-31
SPGP0Mtrna38G,SPGP0Ftrna36G,1.22e-31
SPGP0Mtrna38G,SPGP0Etrna42G,1.22e-31
SPGP0Mtrna38G,SPGP0BEtrna34G,1.22e-31
SPGP0Mtrna38G,SPGP0Dtrna32G,1.22e-31
SPGP0Mtrna38G,SPGP0Dtrna31G,1.22e-31
SPGP0Mtrna38G,SPGP0ODtrna21G,1.22e-31
SPGP0Mtrna38G,SPGP0AHtrna27G,1.22e-31
SPGP0Mtrna38G,SPGP0AGtrna45G,1.22e-31
SPGP0Mtrna38G,SPGP0AFtrna29G,1.22e-31
SPGP0Mtrna38G,SPGP0AFtrna28G,1.22e-31
SPGP0Mtrna38G,SPGP0AEtrna8G,1.22e-31
SPGP0Mtrna38G,SPGP0AEtrna7G,1.22e-31
SPGP0Mtrna38G,SPGP0KXtrna23G,1.22e-31
SPGP0Mtrna38G,SPGP0Btrna2G,1.22e-31
SPGP0Mtrna38G,SPGP0Btrna1G,1.22e-31
SPGP0Mtrna38G,SPGP0Ytrna26G,1.22e-31
SPGP0Mtrna38G,SPGP0Ytrna25G,1.22e-31
SPGP0Mtrna38G,SPGP0Vtrna14G,1.22e-31
SPGP0Mtrna38G,SPGP0Atrna20G,1.22e-31
SPGP0Mtrna38G,SPGP0Atrna19G,1.22e-31
SPGP0Mtrna38G,SPGP0GEtrna6G,1.22e-31
SPGP0Mtrna38G,SPGP0Qtrna13G,1.22e-31
SPGP0Mtrna38G,SPGP0Otrna17G,1.22e-31
SPGP0Mtrna38G,SPGP0Otrna16G,1.22e-31
SPGP0Mtrna38G,SPGP0Ntrna12G,1.22e-31
SPGP0Mtrna38G,SPGP0Ntrna11G,1.22e-31
SPGP0Mtrna38G,SPGP0Mtrna39G,1.22e-31
SPGP0Mtrna38G,SPGP0Etrna43G,5.66e-30
SPGP0Mtrna38G,SPGP0ACtrna35G,5.66e-30
SPGP0M01800,SPGP0N01620,0.0
SPGP0M01820,SPGP0N01600,0.0
SPGP0M01840,SPGP0N01580,0.0
SPGP0Mtrna34K,SPGP0CBtrna33K,9.78e-33
SPGP0Mtrna34K,SPGP0Gtrna36K,9.78e-33
SPGP0Mtrna34K,SPGP0Ftrna30K,9.78e-33
SPGP0Mtrna34K,SPGP0Etrna41K,9.78e-33
SPGP0Mtrna34K,SPGP0Etrna39K,9.78e-33
SPGP0Mtrna34K,SPGP0BEtrna28K,9.78e-33
SPGP0Mtrna34K,SPGP0RZtrna3K,9.78e-33
SPGP0Mtrna34K,SPGP0AHtrna23K,9.78e-33
SPGP0Mtrna34K,SPGP0AGtrna42K,9.78e-33
SPGP0Mtrna34K,SPGP0AFtrna25K,9.78e-33
SPGP0Mtrna34K,SPGP0AEtrna5K,9.78e-33
SPGP0Mtrna34K,SPGP0Btrna2K,9.78e-33
SPGP0Mtrna34K,SPGP0Btrna1K,9.78e-33
SPGP0Mtrna34K,SPGP0Ztrna27K,9.78e-33
SPGP0Mtrna34K,SPGP0Wtrna4K,9.78e-33
SPGP0Mtrna34K,SPGP0Vtrna13K,9.78e-33
SPGP0Mtrna34K,SPGP0Vtrna12K,9.78e-33
SPGP0Mtrna34K,SPGP0Atrna19K,9.78e-33
SPGP0Mtrna34K,SPGP0Atrna18K,9.78e-33
SPGP0Mtrna34K,SPGP0Rtrna17K,9.78e-33
SPGP0Mtrna34K,SPGP0FXtrna35K,9.78e-33
SPGP0Mtrna34K,SPGP0Qtrna11K,9.78e-33
SPGP0Mtrna34K,SPGP0Qtrna10K,9.78e-33
SPGP0Mtrna34K,SPGP0Ptrna15K,9.78e-33
SPGP0Mtrna34K,SPGP0Ntrna9K,9.78e-33
SPGP0Mtrna34K,SPGP0ABtrna31K,4.55e-31
SPGP0Mtrna9W,SPGP0Ftrna8W,2.57e-50
SPGP0Mtrna9W,SPGP0Etrna12W,2.57e-50
SPGP0Mtrna9W,SPGP0Qtrna2W,5.63e-47
SPGP0Mtrna9W,SPGP0Ptrna3W,5.63e-47
SPGP0Mtrna9W,SPGP0Etrna11W,2.59e-45
SPGP0Mtrna9W,SPGP0Gtrna10W,5.67e-42
SPGP0Mtrna9W,SPGP0AStrna6W,5.67e-42
SPGP0Mtrna9W,SPGP0Ztrna7W,5.67e-42
SPGP0Mtrna9W,SPGP0Ytrna5W,5.67e-42
SPGP0Mtrna9W,SPGP0Rtrna4W,5.67e-42
SPGP0Mtrna9W,SPGP0Ntrna1W,5.67e-42
SPGP0M01860,SPGP0N01560,0.0
SPGP0M01870,SPGP0N01550,0.0
SPGP0Mtrna15M,SPGP0Htrna19M,9.78e-33
SPGP0Mtrna15M,SPGP0Ftrna13M,9.78e-33
SPGP0Mtrna15M,SPGP0Btrna1M,9.78e-33
SPGP0Mtrna15M,SPGP0Gtrna17M,2.12e-29
SPGP0Mtrna15M,SPGP0AUtrna2M,2.12e-29
SPGP0Mtrna15M,SPGP0Atrna9M,2.12e-29
SPGP0Mtrna15M,SPGP0Ntrna6M,2.12e-29
SPGP0Mtrna15M,SPGP0Ntrna5M,2.12e-29
SPGP0Mtrna32L,SPGP0Itrna24L,9.09e-39
SPGP0Mtrna32L,SPGP0Etrna42L,9.09e-39
SPGP0Mtrna32L,SPGP0AOtrna39L,9.09e-39
SPGP0Mtrna32L,SPGP0Ctrna12L,9.09e-39
SPGP0Mtrna32L,SPGP0KOtrna22L,9.09e-39
SPGP0Mtrna32L,SPGP0Btrna2L,9.09e-39
SPGP0Mtrna32L,SPGP0Ptrna15L,9.09e-39
SPGP0Mtrna32L,SPGP0ALtrna37L,4.23e-37
SPGP0Mtrna32L,SPGP0Btrna1L,4.23e-37
SPGP0Mtrna32L,SPGP0Ztrna27L,4.23e-37
SPGP0M01890,SPGP0N01530,0.0
SPGP0M01930,SPGP0N01490,6.61e-178
SPGP0M01970,SPGP0N01450,0.0
SPGP0M01980,SPGP0N01440,0.0
SPGP0M02010,SPGP0N01410,0.0
SPGP0M02020,SPGP0N01400,0.0
SPGP0M02030,SPGP0E01010,0.0
SPGP0M02030,SPGP0N01390,0.0
SPGP0M02030,SPGP0Y00840,0.0
SPGP0M02030,SPGP0N01880,0.0
SPGP0M02040,SPGP0N01380,0.0
SPGP0M02060,SPGP0N01360,7.26e-149
SPGP0M02090,SPGP0N01330,3.80e-46
SPGP0M02110,SPGP0N01310,0.0
SPGP0M02140,SPGP0N01280,1.87e-62
SPGP0M02200,SPGP0N01230,0.0
SPGP0M02210,SPGP0N01220,0.0
SPGP0M02240,SPGP0N01190,0.0
SPGP0M02250,SPGP0N01180,0.0
SPGP0M02260,SPGP0N01170,0.0
SPGP0M02280,SPGP0N01150,0.0
SPGP0Mtrna16M,SPGP0Htrna18M,3.45e-32
SPGP0Mtrna16M,SPGP0Dtrna12M,3.45e-32
SPGP0Mtrna16M,SPGP0AHtrna10M,3.45e-32
SPGP0Mtrna16M,SPGP0AGtrna20M,3.45e-32
SPGP0Mtrna16M,SPGP0AAtrna11M,3.45e-32
SPGP0Mtrna16M,SPGP0Vtrna8M,3.45e-32
SPGP0Mtrna16M,SPGP0Qtrna7M,3.45e-32
SPGP0Mtrna16M,SPGP0Ntrna4M,3.45e-32
SPGP0M02310,SPGP0N01120,0.0
SPGP0M02320,SPGP0N01110,0.0
SPGP0Mtrna37S,SPGP0Itrna29S,1.14e-37
SPGP0Mtrna37S,SPGP0Htrna39S,1.14e-37
SPGP0Mtrna37S,SPGP0Ftrna34S,1.14e-37
SPGP0Mtrna37S,SPGP0Etrna40S,1.14e-37
SPGP0Mtrna37S,SPGP0AItrna24S,1.14e-37
SPGP0Mtrna37S,SPGP0Btrna3S,1.14e-37
SPGP0Mtrna37S,SPGP0Wtrna6S,1.14e-37
SPGP0Mtrna37S,SPGP0Qtrna14S,1.14e-37
SPGP0Mtrna37S,SPGP0Ctrna9S,5.30e-36
SPGP0Mtrna37S,SPGP0AGtrna41S,5.30e-36
SPGP0Mtrna37S,SPGP0Btrna1S,5.30e-36
SPGP0Mtrna37S,SPGP0AJtrna31S,1.15e-32
SPGP0Mtrna37S,SPGP0KWtrna25S,1.15e-32
SPGP0Mtrna37S,SPGP0KCtrna7S,1.15e-32
SPGP0Mtrna37S,SPGP0Xtrna19S,1.15e-32
SPGP0Mtrna37S,SPGP0Vtrna15S,1.15e-32
SPGP0Mtrna37S,SPGP0Atrna23S,1.15e-32
SPGP0Mtrna37S,SPGP0Atrna22S,1.15e-32
